peak_hour,types_of_junction,area_accident_occured,lanes_or_medians,weather_conditions,day_of_week,age_band_of_driver,type_of_vehicle,incident_count
off_peak,crossing,living_street,one_way,no_rain,friday,unknown,other,1.0
off_peak,crossing,living_street,one_way,no_rain,monday,18-30,other,1.0
off_peak,crossing,living_street,one_way,no_rain,saturday,unknown,car,1.0
off_peak,crossing,living_street,one_way,no_rain,sunday,18-30,lorry,1.0
off_peak,crossing,living_street,one_way,no_rain,sunday,>51,car,1.0
off_peak,crossing,living_street,one_way,no_rain,thursday,18-30,car,1.0
off_peak,crossing,living_street,one_way,rain,wednesday,31-50,car,1.0
off_peak,crossing,living_street,other,no_rain,friday,31-50,lorry,1.1
off_peak,crossing,living_street,other,no_rain,monday,31-50,bus,1.1
off_peak,crossing,living_street,other,no_rain,saturday,unknown,other,1.0
off_peak,crossing,living_street,other,no_rain,sunday,18-30,bus,1.0
off_peak,crossing,living_street,other,no_rain,sunday,>51,lorry,1.0
off_peak,crossing,living_street,other,no_rain,wednesday,18-30,car,1.0
off_peak,crossing,living_street,other,no_rain,wednesday,18-30,lorry,1.0
off_peak,crossing,living_street,other,no_rain,wednesday,31-50,car,1.0
off_peak,crossing,living_street,two_way,no_rain,friday,18-30,bus,1.0
off_peak,crossing,living_street,two_way,no_rain,friday,18-30,lorry,2.1
off_peak,crossing,living_street,two_way,no_rain,friday,18-30,other,1.1
off_peak,crossing,living_street,two_way,no_rain,monday,18-30,bus,1.1
off_peak,crossing,living_street,two_way,no_rain,monday,18-30,car,1.0
off_peak,crossing,living_street,two_way,no_rain,monday,18-30,lorry,1.0
off_peak,crossing,living_street,two_way,no_rain,monday,31-50,lorry,1.0
off_peak,crossing,living_street,two_way,no_rain,monday,>51,lorry,1.0
off_peak,crossing,living_street,two_way,no_rain,saturday,18-30,other,2.0
off_peak,crossing,living_street,two_way,no_rain,saturday,31-50,car,2.0
off_peak,crossing,living_street,two_way,no_rain,saturday,unknown,car,1.0
off_peak,crossing,living_street,two_way,no_rain,saturday,unknown,lorry,1.0
off_peak,crossing,living_street,two_way,no_rain,saturday,unknown,other,1.0
off_peak,crossing,living_street,two_way,no_rain,sunday,18-30,car,1.0
off_peak,crossing,living_street,two_way,no_rain,sunday,>51,bus,1.1
off_peak,crossing,living_street,two_way,no_rain,sunday,>51,car,1.0
off_peak,crossing,living_street,two_way,no_rain,sunday,unknown,lorry,1.0
off_peak,crossing,living_street,two_way,no_rain,thursday,18-30,car,0.0
off_peak,crossing,living_street,two_way,no_rain,thursday,18-30,other,1.0
off_peak,crossing,living_street,two_way,no_rain,thursday,>51,other,1.0
off_peak,crossing,living_street,two_way,no_rain,tuesday,18-30,bus,1.0
off_peak,crossing,living_street,two_way,rain,friday,31-50,lorry,1.0
off_peak,crossing,living_street,two_way,rain,sunday,18-30,lorry,2.0
off_peak,crossing,living_street,two_way,rain,wednesday,18-30,car,1.0
off_peak,crossing,living_street,unknown,no_rain,thursday,18-30,bus,0.0
off_peak,crossing,residential,one_way,no_rain,friday,18-30,car,1.1
off_peak,crossing,residential,one_way,no_rain,friday,>51,car,1.1
off_peak,crossing,residential,one_way,no_rain,monday,18-30,car,2.0
off_peak,crossing,residential,one_way,no_rain,monday,31-50,car,1.1
off_peak,crossing,residential,one_way,no_rain,monday,31-50,lorry,1.0
off_peak,crossing,residential,one_way,no_rain,saturday,18-30,lorry,1.0
off_peak,crossing,residential,one_way,no_rain,sunday,18-30,lorry,1.0
off_peak,crossing,residential,one_way,no_rain,sunday,31-50,car,1.0
off_peak,crossing,residential,one_way,no_rain,sunday,>51,other,1.1
off_peak,crossing,residential,one_way,no_rain,sunday,unknown,other,1.0
off_peak,crossing,residential,one_way,no_rain,thursday,18-30,other,1.0
off_peak,crossing,residential,one_way,no_rain,tuesday,18-30,car,1.0
off_peak,crossing,residential,one_way,no_rain,tuesday,31-50,lorry,1.0
off_peak,crossing,residential,one_way,no_rain,tuesday,unknown,car,1.0
off_peak,crossing,residential,one_way,no_rain,wednesday,>51,other,1.0
off_peak,crossing,residential,other,no_rain,friday,18-30,lorry,1.0
off_peak,crossing,residential,other,no_rain,friday,18-30,other,3.3000000000000003
off_peak,crossing,residential,other,no_rain,friday,>51,other,1.0
off_peak,crossing,residential,other,no_rain,friday,unknown,car,1.0
off_peak,crossing,residential,other,no_rain,monday,18-30,other,1.0
off_peak,crossing,residential,other,no_rain,monday,31-50,car,1.0
off_peak,crossing,residential,other,no_rain,saturday,18-30,bus,1.0
off_peak,crossing,residential,other,no_rain,saturday,18-30,car,1.0
off_peak,crossing,residential,other,no_rain,saturday,unknown,car,1.0
off_peak,crossing,residential,other,no_rain,saturday,unknown,other,1.0
off_peak,crossing,residential,other,no_rain,sunday,31-50,other,1.0
off_peak,crossing,residential,other,no_rain,sunday,>51,lorry,1.0
off_peak,crossing,residential,other,no_rain,sunday,unknown,bus,1.0
off_peak,crossing,residential,other,no_rain,sunday,unknown,car,1.0
off_peak,crossing,residential,other,no_rain,sunday,unknown,lorry,1.0
off_peak,crossing,residential,other,no_rain,thursday,31-50,car,1.0
off_peak,crossing,residential,other,no_rain,thursday,31-50,lorry,1.0
off_peak,crossing,residential,other,no_rain,thursday,unknown,bus,2.1
off_peak,crossing,residential,other,no_rain,tuesday,unknown,bus,1.0
off_peak,crossing,residential,other,rain,friday,18-30,lorry,1.0
off_peak,crossing,residential,other,rain,friday,18-30,other,1.0
off_peak,crossing,residential,other,rain,sunday,18-30,lorry,1.0
off_peak,crossing,residential,other,rain,sunday,unknown,other,1.0
off_peak,crossing,residential,two_way,no_rain,friday,18-30,car,1.0
off_peak,crossing,residential,two_way,no_rain,friday,18-30,lorry,1.0
off_peak,crossing,residential,two_way,no_rain,friday,31-50,lorry,2.1
off_peak,crossing,residential,two_way,no_rain,friday,31-50,other,1.0
off_peak,crossing,residential,two_way,no_rain,friday,>51,car,1.0
off_peak,crossing,residential,two_way,no_rain,friday,>51,other,1.0
off_peak,crossing,residential,two_way,no_rain,friday,unknown,lorry,1.0
off_peak,crossing,residential,two_way,no_rain,monday,18-30,car,1.0
off_peak,crossing,residential,two_way,no_rain,monday,18-30,lorry,1.0
off_peak,crossing,residential,two_way,no_rain,monday,31-50,car,3.0
off_peak,crossing,residential,two_way,no_rain,monday,31-50,lorry,1.0
off_peak,crossing,residential,two_way,no_rain,monday,31-50,other,2.1
off_peak,crossing,residential,two_way,no_rain,monday,unknown,car,1.0
off_peak,crossing,residential,two_way,no_rain,saturday,18-30,car,1.1
off_peak,crossing,residential,two_way,no_rain,saturday,18-30,lorry,1.0
off_peak,crossing,residential,two_way,no_rain,saturday,31-50,car,2.2
off_peak,crossing,residential,two_way,no_rain,saturday,31-50,lorry,6.1
off_peak,crossing,residential,two_way,no_rain,saturday,31-50,other,1.0
off_peak,crossing,residential,two_way,no_rain,saturday,>51,car,1.1
off_peak,crossing,residential,two_way,no_rain,saturday,>51,lorry,2.0
off_peak,crossing,residential,two_way,no_rain,saturday,unknown,bus,1.0
off_peak,crossing,residential,two_way,no_rain,saturday,unknown,car,2.1
off_peak,crossing,residential,two_way,no_rain,sunday,18-30,car,6.0
off_peak,crossing,residential,two_way,no_rain,sunday,18-30,lorry,3.1
off_peak,crossing,residential,two_way,no_rain,sunday,31-50,car,3.1
off_peak,crossing,residential,two_way,no_rain,sunday,31-50,lorry,3.1
off_peak,crossing,residential,two_way,no_rain,sunday,31-50,other,2.0
off_peak,crossing,residential,two_way,no_rain,sunday,>51,car,1.0
off_peak,crossing,residential,two_way,no_rain,sunday,>51,lorry,2.1
off_peak,crossing,residential,two_way,no_rain,sunday,>51,other,2.0
off_peak,crossing,residential,two_way,no_rain,sunday,unknown,lorry,2.0
off_peak,crossing,residential,two_way,no_rain,thursday,18-30,lorry,1.0
off_peak,crossing,residential,two_way,no_rain,thursday,18-30,other,1.0
off_peak,crossing,residential,two_way,no_rain,thursday,31-50,car,1.0
off_peak,crossing,residential,two_way,no_rain,thursday,31-50,lorry,1.0
off_peak,crossing,residential,two_way,no_rain,thursday,31-50,motorcycle,1.0
off_peak,crossing,residential,two_way,no_rain,tuesday,18-30,car,1.0
off_peak,crossing,residential,two_way,no_rain,tuesday,18-30,lorry,2.0
off_peak,crossing,residential,two_way,no_rain,tuesday,18-30,other,1.0
off_peak,crossing,residential,two_way,no_rain,tuesday,31-50,car,1.0
off_peak,crossing,residential,two_way,no_rain,wednesday,18-30,car,1.0
off_peak,crossing,residential,two_way,no_rain,wednesday,18-30,lorry,1.0
off_peak,crossing,residential,two_way,no_rain,wednesday,31-50,bus,1.0
off_peak,crossing,residential,two_way,no_rain,wednesday,31-50,car,3.0
off_peak,crossing,residential,two_way,no_rain,wednesday,31-50,lorry,1.0
off_peak,crossing,residential,two_way,no_rain,wednesday,31-50,motorcycle,1.1
off_peak,crossing,residential,two_way,no_rain,wednesday,31-50,other,2.0
off_peak,crossing,residential,two_way,no_rain,wednesday,>51,car,1.0
off_peak,crossing,residential,two_way,no_rain,wednesday,>51,other,1.0
off_peak,crossing,residential,two_way,no_rain,wednesday,unknown,motorcycle,1.0
off_peak,crossing,residential,two_way,rain,friday,18-30,car,1.0
off_peak,crossing,residential,two_way,rain,monday,18-30,lorry,1.0
off_peak,crossing,residential,two_way,rain,saturday,18-30,car,1.0
off_peak,crossing,residential,two_way,rain,saturday,31-50,other,1.0
off_peak,crossing,residential,two_way,rain,saturday,>51,lorry,2.0
off_peak,crossing,residential,two_way,rain,sunday,>51,bus,1.0
off_peak,crossing,residential,two_way,rain,thursday,18-30,car,1.0
off_peak,crossing,residential,two_way,rain,tuesday,>51,lorry,1.0
off_peak,crossing,residential,two_way,rain,wednesday,18-30,car,1.0
off_peak,crossing,residential,two_way,rain,wednesday,18-30,lorry,1.0
off_peak,crossing,residential,two_way,rain,wednesday,31-50,car,1.0
off_peak,crossing,residential,two_way,rain,wednesday,31-50,lorry,1.0
off_peak,crossing,residential,unknown,no_rain,friday,18-30,car,1.0
off_peak,crossing,residential,unknown,no_rain,friday,31-50,lorry,1.0
off_peak,crossing,residential,unknown,no_rain,friday,unknown,car,1.0
off_peak,crossing,residential,unknown,no_rain,sunday,>51,other,1.0
off_peak,crossing,residential,unknown,no_rain,thursday,18-30,lorry,1.0
off_peak,crossing,residential,unknown,rain,sunday,>51,other,1.0
off_peak,crossing,service,one_way,no_rain,friday,18-30,car,4.1
off_peak,crossing,service,one_way,no_rain,friday,18-30,lorry,2.0
off_peak,crossing,service,one_way,no_rain,friday,18-30,other,2.0
off_peak,crossing,service,one_way,no_rain,friday,31-50,car,1.0
off_peak,crossing,service,one_way,no_rain,friday,31-50,lorry,1.0
off_peak,crossing,service,one_way,no_rain,friday,unknown,other,1.0
off_peak,crossing,service,one_way,no_rain,monday,18-30,lorry,1.0
off_peak,crossing,service,one_way,no_rain,monday,unknown,lorry,1.0
off_peak,crossing,service,one_way,no_rain,saturday,18-30,bus,1.0
off_peak,crossing,service,one_way,no_rain,saturday,18-30,car,1.0
off_peak,crossing,service,one_way,no_rain,saturday,31-50,car,1.0
off_peak,crossing,service,one_way,no_rain,saturday,31-50,lorry,2.0
off_peak,crossing,service,one_way,no_rain,saturday,>51,lorry,1.0
off_peak,crossing,service,one_way,no_rain,saturday,unknown,car,1.1
off_peak,crossing,service,one_way,no_rain,saturday,unknown,lorry,1.0
off_peak,crossing,service,one_way,no_rain,saturday,unknown,other,1.0
off_peak,crossing,service,one_way,no_rain,sunday,31-50,bus,1.0
off_peak,crossing,service,one_way,no_rain,sunday,31-50,lorry,1.0
off_peak,crossing,service,one_way,no_rain,sunday,>51,bus,1.1
off_peak,crossing,service,one_way,no_rain,sunday,unknown,lorry,1.0
off_peak,crossing,service,one_way,no_rain,thursday,18-30,lorry,1.0
off_peak,crossing,service,one_way,no_rain,thursday,31-50,lorry,1.0
off_peak,crossing,service,one_way,no_rain,thursday,31-50,other,1.0
off_peak,crossing,service,one_way,no_rain,thursday,unknown,lorry,1.0
off_peak,crossing,service,one_way,no_rain,tuesday,18-30,car,2.0
off_peak,crossing,service,one_way,no_rain,tuesday,31-50,car,2.0
off_peak,crossing,service,one_way,no_rain,tuesday,31-50,other,1.0
off_peak,crossing,service,one_way,no_rain,wednesday,31-50,lorry,0.0
off_peak,crossing,service,one_way,rain,saturday,18-30,lorry,1.0
off_peak,crossing,service,one_way,rain,saturday,31-50,lorry,1.0
off_peak,crossing,service,one_way,rain,saturday,>51,car,1.0
off_peak,crossing,service,one_way,rain,sunday,unknown,car,1.0
off_peak,crossing,service,one_way,rain,thursday,31-50,car,1.0
off_peak,crossing,service,one_way,rain,tuesday,18-30,other,1.0
off_peak,crossing,service,one_way,rain,tuesday,31-50,other,1.0
off_peak,crossing,service,one_way,rain,wednesday,18-30,other,1.0
off_peak,crossing,service,other,no_rain,friday,31-50,other,1.0
off_peak,crossing,service,other,no_rain,monday,18-30,other,1.0
off_peak,crossing,service,other,no_rain,saturday,31-50,bus,1.0
off_peak,crossing,service,other,no_rain,saturday,31-50,car,1.1
off_peak,crossing,service,other,no_rain,saturday,>51,car,1.0
off_peak,crossing,service,other,no_rain,saturday,>51,lorry,1.0
off_peak,crossing,service,other,no_rain,saturday,unknown,lorry,1.0
off_peak,crossing,service,other,no_rain,sunday,18-30,motorcycle,1.0
off_peak,crossing,service,other,no_rain,sunday,31-50,car,1.0
off_peak,crossing,service,other,no_rain,sunday,>51,other,1.0
off_peak,crossing,service,other,no_rain,thursday,18-30,car,1.0
off_peak,crossing,service,other,no_rain,tuesday,31-50,car,1.0
off_peak,crossing,service,other,no_rain,tuesday,31-50,lorry,1.0
off_peak,crossing,service,other,no_rain,wednesday,31-50,car,1.0
off_peak,crossing,service,other,no_rain,wednesday,31-50,lorry,1.0
off_peak,crossing,service,other,no_rain,wednesday,31-50,other,1.0
off_peak,crossing,service,other,no_rain,wednesday,>51,car,1.0
off_peak,crossing,service,other,rain,monday,18-30,lorry,1.0
off_peak,crossing,service,other,rain,saturday,>51,bus,1.0
off_peak,crossing,service,two_way,no_rain,friday,18-30,bus,1.0
off_peak,crossing,service,two_way,no_rain,friday,18-30,car,2.0
off_peak,crossing,service,two_way,no_rain,friday,18-30,lorry,3.1
off_peak,crossing,service,two_way,no_rain,friday,18-30,motorcycle,1.0
off_peak,crossing,service,two_way,no_rain,friday,18-30,other,1.0
off_peak,crossing,service,two_way,no_rain,friday,31-50,bus,1.0
off_peak,crossing,service,two_way,no_rain,friday,31-50,car,3.1
off_peak,crossing,service,two_way,no_rain,friday,31-50,other,2.0
off_peak,crossing,service,two_way,no_rain,friday,>51,car,2.2
off_peak,crossing,service,two_way,no_rain,friday,>51,other,1.0
off_peak,crossing,service,two_way,no_rain,friday,unknown,car,1.0
off_peak,crossing,service,two_way,no_rain,friday,unknown,other,1.0
off_peak,crossing,service,two_way,no_rain,monday,18-30,car,2.0
off_peak,crossing,service,two_way,no_rain,monday,18-30,lorry,1.0
off_peak,crossing,service,two_way,no_rain,monday,31-50,bus,1.1
off_peak,crossing,service,two_way,no_rain,monday,31-50,car,3.1
off_peak,crossing,service,two_way,no_rain,monday,31-50,other,1.0
off_peak,crossing,service,two_way,no_rain,monday,>51,bus,1.0
off_peak,crossing,service,two_way,no_rain,monday,>51,lorry,1.0
off_peak,crossing,service,two_way,no_rain,monday,>51,other,1.0
off_peak,crossing,service,two_way,no_rain,monday,unknown,car,1.0
off_peak,crossing,service,two_way,no_rain,monday,unknown,other,1.0
off_peak,crossing,service,two_way,no_rain,saturday,18-30,car,6.0
off_peak,crossing,service,two_way,no_rain,saturday,18-30,lorry,6.0
off_peak,crossing,service,two_way,no_rain,saturday,18-30,other,2.0
off_peak,crossing,service,two_way,no_rain,saturday,31-50,bus,3.0
off_peak,crossing,service,two_way,no_rain,saturday,31-50,car,3.0
off_peak,crossing,service,two_way,no_rain,saturday,31-50,lorry,1.0
off_peak,crossing,service,two_way,no_rain,saturday,31-50,other,4.0
off_peak,crossing,service,two_way,no_rain,saturday,>51,car,1.1
off_peak,crossing,service,two_way,no_rain,saturday,>51,other,1.0
off_peak,crossing,service,two_way,no_rain,sunday,18-30,car,1.0
off_peak,crossing,service,two_way,no_rain,sunday,18-30,other,5.0
off_peak,crossing,service,two_way,no_rain,sunday,31-50,bus,2.0
off_peak,crossing,service,two_way,no_rain,sunday,31-50,lorry,2.0
off_peak,crossing,service,two_way,no_rain,sunday,31-50,other,2.0
off_peak,crossing,service,two_way,no_rain,sunday,>51,car,1.0
off_peak,crossing,service,two_way,no_rain,sunday,unknown,bus,2.1
off_peak,crossing,service,two_way,no_rain,sunday,unknown,lorry,2.0
off_peak,crossing,service,two_way,no_rain,sunday,unknown,other,2.0
off_peak,crossing,service,two_way,no_rain,thursday,18-30,car,2.0
off_peak,crossing,service,two_way,no_rain,thursday,18-30,other,2.0
off_peak,crossing,service,two_way,no_rain,thursday,31-50,bus,1.0
off_peak,crossing,service,two_way,no_rain,thursday,31-50,car,1.1
off_peak,crossing,service,two_way,no_rain,thursday,31-50,lorry,5.0
off_peak,crossing,service,two_way,no_rain,thursday,>51,car,1.0
off_peak,crossing,service,two_way,no_rain,thursday,unknown,car,1.0
off_peak,crossing,service,two_way,no_rain,tuesday,18-30,bus,2.0
off_peak,crossing,service,two_way,no_rain,tuesday,18-30,car,2.0
off_peak,crossing,service,two_way,no_rain,tuesday,18-30,lorry,1.0
off_peak,crossing,service,two_way,no_rain,tuesday,18-30,other,2.0
off_peak,crossing,service,two_way,no_rain,tuesday,31-50,bus,1.0
off_peak,crossing,service,two_way,no_rain,tuesday,31-50,car,2.1
off_peak,crossing,service,two_way,no_rain,tuesday,31-50,lorry,3.1
off_peak,crossing,service,two_way,no_rain,tuesday,31-50,motorcycle,1.0
off_peak,crossing,service,two_way,no_rain,tuesday,unknown,bus,1.0
off_peak,crossing,service,two_way,no_rain,wednesday,18-30,bus,1.0
off_peak,crossing,service,two_way,no_rain,wednesday,18-30,car,2.0
off_peak,crossing,service,two_way,no_rain,wednesday,18-30,lorry,3.1
off_peak,crossing,service,two_way,no_rain,wednesday,18-30,motorcycle,1.0
off_peak,crossing,service,two_way,no_rain,wednesday,18-30,other,2.1
off_peak,crossing,service,two_way,no_rain,wednesday,31-50,bus,1.0
off_peak,crossing,service,two_way,no_rain,wednesday,31-50,car,1.0
off_peak,crossing,service,two_way,no_rain,wednesday,31-50,other,2.0
off_peak,crossing,service,two_way,no_rain,wednesday,>51,bus,1.0
off_peak,crossing,service,two_way,no_rain,wednesday,>51,car,1.0
off_peak,crossing,service,two_way,no_rain,wednesday,>51,lorry,1.0
off_peak,crossing,service,two_way,no_rain,wednesday,unknown,car,1.0
off_peak,crossing,service,two_way,rain,friday,18-30,car,1.0
off_peak,crossing,service,two_way,rain,friday,31-50,bus,1.1
off_peak,crossing,service,two_way,rain,friday,31-50,lorry,1.0
off_peak,crossing,service,two_way,rain,monday,18-30,other,1.0
off_peak,crossing,service,two_way,rain,monday,31-50,bus,2.0
off_peak,crossing,service,two_way,rain,saturday,18-30,car,1.0
off_peak,crossing,service,two_way,rain,saturday,18-30,lorry,1.0
off_peak,crossing,service,two_way,rain,saturday,31-50,other,1.0
off_peak,crossing,service,two_way,rain,saturday,>51,car,1.0
off_peak,crossing,service,two_way,rain,saturday,>51,lorry,1.1
off_peak,crossing,service,two_way,rain,saturday,>51,other,1.1
off_peak,crossing,service,two_way,rain,sunday,18-30,lorry,1.0
off_peak,crossing,service,two_way,rain,sunday,>51,car,1.0
off_peak,crossing,service,two_way,rain,sunday,unknown,lorry,1.0
off_peak,crossing,service,two_way,rain,thursday,18-30,car,1.0
off_peak,crossing,service,two_way,rain,tuesday,18-30,lorry,2.0
off_peak,crossing,service,two_way,rain,tuesday,31-50,lorry,1.0
off_peak,crossing,service,two_way,rain,tuesday,31-50,other,1.0
off_peak,crossing,service,two_way,rain,tuesday,unknown,car,1.0
off_peak,crossing,service,two_way,rain,wednesday,31-50,bus,1.0
off_peak,crossing,service,two_way,rain,wednesday,>51,car,1.0
off_peak,crossing,service,unknown,no_rain,friday,>51,bus,1.0
off_peak,crossing,service,unknown,no_rain,friday,unknown,bus,1.0
off_peak,crossing,service,unknown,no_rain,monday,31-50,car,1.0
off_peak,crossing,service,unknown,no_rain,saturday,18-30,lorry,2.0
off_peak,crossing,service,unknown,no_rain,saturday,18-30,other,2.0
off_peak,crossing,service,unknown,no_rain,saturday,unknown,lorry,1.0
off_peak,crossing,service,unknown,no_rain,tuesday,31-50,motorcycle,1.0
off_peak,crossing,service,unknown,no_rain,wednesday,18-30,bus,1.0
off_peak,crossing,service,unknown,no_rain,wednesday,18-30,lorry,1.0
off_peak,crossing,service,unknown,rain,monday,unknown,car,1.1
off_peak,crossing,service,unknown,rain,saturday,18-30,other,1.0
off_peak,crossing,service,unknown,rain,sunday,>51,car,1.0
off_peak,crossing,unknown,one_way,no_rain,friday,18-30,car,1.1
off_peak,crossing,unknown,one_way,no_rain,friday,18-30,lorry,1.0
off_peak,crossing,unknown,one_way,no_rain,friday,18-30,motorcycle,1.0
off_peak,crossing,unknown,one_way,no_rain,friday,18-30,other,1.0
off_peak,crossing,unknown,one_way,no_rain,friday,31-50,car,3.1
off_peak,crossing,unknown,one_way,no_rain,friday,31-50,lorry,4.1
off_peak,crossing,unknown,one_way,no_rain,monday,18-30,car,1.0
off_peak,crossing,unknown,one_way,no_rain,monday,18-30,other,1.0
off_peak,crossing,unknown,one_way,no_rain,saturday,18-30,car,2.0
off_peak,crossing,unknown,one_way,no_rain,saturday,18-30,lorry,2.0
off_peak,crossing,unknown,one_way,no_rain,saturday,18-30,other,2.0
off_peak,crossing,unknown,one_way,no_rain,sunday,18-30,car,2.1
off_peak,crossing,unknown,one_way,no_rain,sunday,18-30,other,1.0
off_peak,crossing,unknown,one_way,no_rain,sunday,31-50,lorry,1.0
off_peak,crossing,unknown,one_way,no_rain,sunday,31-50,other,2.0
off_peak,crossing,unknown,one_way,no_rain,sunday,>51,bus,1.0
off_peak,crossing,unknown,one_way,no_rain,sunday,>51,car,1.0
off_peak,crossing,unknown,one_way,no_rain,sunday,unknown,lorry,1.0
off_peak,crossing,unknown,one_way,no_rain,thursday,18-30,car,1.0
off_peak,crossing,unknown,one_way,no_rain,thursday,31-50,car,1.0
off_peak,crossing,unknown,one_way,no_rain,tuesday,18-30,bus,1.0
off_peak,crossing,unknown,one_way,no_rain,tuesday,18-30,lorry,1.0
off_peak,crossing,unknown,one_way,no_rain,wednesday,18-30,lorry,2.0
off_peak,crossing,unknown,one_way,no_rain,wednesday,31-50,car,2.1
off_peak,crossing,unknown,one_way,no_rain,wednesday,31-50,lorry,2.2
off_peak,crossing,unknown,one_way,rain,friday,31-50,car,1.0
off_peak,crossing,unknown,one_way,rain,friday,31-50,lorry,1.1
off_peak,crossing,unknown,one_way,rain,monday,31-50,bus,1.0
off_peak,crossing,unknown,one_way,rain,saturday,>51,bus,1.0
off_peak,crossing,unknown,one_way,rain,saturday,>51,lorry,1.0
off_peak,crossing,unknown,other,no_rain,friday,31-50,car,1.0
off_peak,crossing,unknown,other,no_rain,friday,31-50,lorry,1.0
off_peak,crossing,unknown,other,no_rain,friday,31-50,other,1.0
off_peak,crossing,unknown,other,no_rain,friday,>51,motorcycle,1.1
off_peak,crossing,unknown,other,no_rain,friday,>51,other,1.1
off_peak,crossing,unknown,other,no_rain,monday,31-50,other,1.0
off_peak,crossing,unknown,other,no_rain,saturday,18-30,car,4.0
off_peak,crossing,unknown,other,no_rain,saturday,18-30,lorry,1.0
off_peak,crossing,unknown,other,no_rain,saturday,18-30,other,1.0
off_peak,crossing,unknown,other,no_rain,saturday,31-50,other,1.1
off_peak,crossing,unknown,other,no_rain,saturday,unknown,bus,1.0
off_peak,crossing,unknown,other,no_rain,sunday,18-30,lorry,2.0
off_peak,crossing,unknown,other,no_rain,sunday,18-30,other,2.0
off_peak,crossing,unknown,other,no_rain,sunday,31-50,lorry,3.1
off_peak,crossing,unknown,other,no_rain,sunday,>51,other,1.0
off_peak,crossing,unknown,other,no_rain,thursday,31-50,bus,1.0
off_peak,crossing,unknown,other,no_rain,thursday,31-50,lorry,1.0
off_peak,crossing,unknown,other,no_rain,tuesday,31-50,car,1.0
off_peak,crossing,unknown,other,no_rain,wednesday,31-50,bus,1.0
off_peak,crossing,unknown,other,no_rain,wednesday,31-50,car,1.0
off_peak,crossing,unknown,other,rain,saturday,18-30,car,1.0
off_peak,crossing,unknown,other,rain,sunday,18-30,bus,1.0
off_peak,crossing,unknown,other,rain,thursday,18-30,other,1.0
off_peak,crossing,unknown,two_way,no_rain,friday,18-30,bus,1.0
off_peak,crossing,unknown,two_way,no_rain,friday,18-30,car,4.2
off_peak,crossing,unknown,two_way,no_rain,friday,18-30,lorry,2.0
off_peak,crossing,unknown,two_way,no_rain,friday,18-30,other,5.2
off_peak,crossing,unknown,two_way,no_rain,friday,31-50,bus,1.0
off_peak,crossing,unknown,two_way,no_rain,friday,31-50,car,3.0
off_peak,crossing,unknown,two_way,no_rain,friday,31-50,lorry,2.1
off_peak,crossing,unknown,two_way,no_rain,friday,31-50,motorcycle,1.1
off_peak,crossing,unknown,two_way,no_rain,friday,31-50,other,2.0
off_peak,crossing,unknown,two_way,no_rain,friday,>51,bus,3.1
off_peak,crossing,unknown,two_way,no_rain,friday,>51,car,3.2
off_peak,crossing,unknown,two_way,no_rain,friday,>51,other,1.1
off_peak,crossing,unknown,two_way,no_rain,friday,unknown,other,1.0
off_peak,crossing,unknown,two_way,no_rain,monday,18-30,bus,1.0
off_peak,crossing,unknown,two_way,no_rain,monday,18-30,car,2.0
off_peak,crossing,unknown,two_way,no_rain,monday,18-30,other,2.0
off_peak,crossing,unknown,two_way,no_rain,monday,31-50,car,2.0
off_peak,crossing,unknown,two_way,no_rain,monday,31-50,lorry,1.0
off_peak,crossing,unknown,two_way,no_rain,monday,31-50,other,2.0
off_peak,crossing,unknown,two_way,no_rain,monday,>51,car,1.0
off_peak,crossing,unknown,two_way,no_rain,monday,unknown,other,2.1
off_peak,crossing,unknown,two_way,no_rain,saturday,18-30,bus,1.0
off_peak,crossing,unknown,two_way,no_rain,saturday,18-30,car,11.0
off_peak,crossing,unknown,two_way,no_rain,saturday,18-30,lorry,3.0
off_peak,crossing,unknown,two_way,no_rain,saturday,18-30,motorcycle,1.1
off_peak,crossing,unknown,two_way,no_rain,saturday,18-30,other,6.1
off_peak,crossing,unknown,two_way,no_rain,saturday,31-50,bus,1.0
off_peak,crossing,unknown,two_way,no_rain,saturday,31-50,car,5.0
off_peak,crossing,unknown,two_way,no_rain,saturday,31-50,lorry,3.0
off_peak,crossing,unknown,two_way,no_rain,saturday,31-50,other,3.0
off_peak,crossing,unknown,two_way,no_rain,saturday,>51,bus,1.0
off_peak,crossing,unknown,two_way,no_rain,saturday,>51,car,1.0
off_peak,crossing,unknown,two_way,no_rain,saturday,>51,other,1.0
off_peak,crossing,unknown,two_way,no_rain,saturday,unknown,car,1.0
off_peak,crossing,unknown,two_way,no_rain,saturday,unknown,lorry,1.0
off_peak,crossing,unknown,two_way,no_rain,sunday,18-30,bus,3.0
off_peak,crossing,unknown,two_way,no_rain,sunday,18-30,car,4.1
off_peak,crossing,unknown,two_way,no_rain,sunday,18-30,lorry,3.0
off_peak,crossing,unknown,two_way,no_rain,sunday,18-30,other,5.0
off_peak,crossing,unknown,two_way,no_rain,sunday,31-50,bus,2.0
off_peak,crossing,unknown,two_way,no_rain,sunday,31-50,car,4.1
off_peak,crossing,unknown,two_way,no_rain,sunday,31-50,lorry,2.0
off_peak,crossing,unknown,two_way,no_rain,sunday,31-50,other,3.0
off_peak,crossing,unknown,two_way,no_rain,sunday,>51,lorry,1.0
off_peak,crossing,unknown,two_way,no_rain,sunday,>51,other,1.0
