longitude,latitude,junction_type,num_roads,connected_road_indices
103.836507,1.290241,T Shape,3,"[799, 1178, 1220]"
103.844782,1.294717,T Shape,3,"[803, 957, 2363]"
103.844963,1.292788,T Shape,3,"[806, 960, 2362]"
103.844204,1.294123,T Shape,3,"[806, 4484, 4917]"
103.848881,1.294178,T Shape,3,"[807, 2414, 4305]"
103.84925,1.293981,T Shape,3,"[807, 3107, 4619]"
103.822938,1.287952,T Shape,3,"[809, 2412, 2515]"
103.82259,1.287936,T Shape,3,"[809, 2411, 2590]"
103.820387,1.300834,T Shape,3,"[813, 820, 1193]"
103.821684,1.300902,Other,3,"[814, 2222, 2223]"
103.823595,1.300575,T Shape,3,"[815, 3859, 5178]"
103.82282,1.300487,T Shape,3,"[815, 2139, 2140]"
103.823062,1.303981,T Shape,3,"[816, 835, 3083]"
103.825035,1.300606,T Shape,3,"[817, 2596, 3558]"
103.824922,1.300653,Other,3,"[817, 834, 4902]"
103.822411,1.301642,T Shape,3,"[818, 3909, 3910]"
103.82213,1.304231,X Shape,4,"[819, 2774, 2775, 4645]"
103.822155,1.304219,T Shape,3,"[819, 2385, 5320]"
103.823388,1.301055,T Shape,3,"[821, 3865, 3866]"
103.823016,1.302246,T Shape,3,"[822, 3907, 3908]"
103.822683,1.302588,T Shape,3,"[822, 826, 828]"
103.82062,1.30171,T Shape,3,"[823, 3914, 3915]"
103.820638,1.298638,T Shape,3,"[824, 3005, 3076]"
103.820663,1.298905,T Shape,3,"[824, 2200, 4544]"
103.822244,1.301194,T Shape,3,"[825, 2859, 3078]"
103.822273,1.300876,Other,3,"[825, 833, 3077]"
103.820133,1.30189,T Shape,3,"[827, 3520, 3916]"
103.822326,1.301558,T Shape,3,"[829, 3910, 3911]"
103.823252,1.30341,T Shape,3,"[830, 2874, 3529]"
103.820721,1.301672,T Shape,3,"[831, 3913, 3914]"
103.824304,1.300985,Other,3,"[832, 836, 3084]"
103.837591,1.292035,X Shape,4,"[839, 2046, 2049, 2841]"
103.837745,1.290538,T Shape,3,"[840, 3995, 3997]"
103.837355,1.290483,T Shape,3,"[841, 2402, 3072]"
103.837635,1.29058,T Shape,3,"[841, 3994, 3997]"
103.841128,1.291642,Other,3,"[842, 940, 1186]"
103.839701,1.289331,T Shape,3,"[844, 1177, 5726]"
103.840005,1.289383,T Shape,3,"[844, 938, 3131]"
103.826919,1.289398,Other,3,"[847, 847, 848]"
103.827142,1.289372,Other,3,"[848, 1862, 1944]"
103.832203,1.289584,X Shape,4,"[849, 2656, 3392, 3841]"
103.830955,1.290382,T Shape,3,"[851, 2006, 3205]"
103.826992,1.289917,T Shape,3,"[852, 3992, 4512]"
103.827282,1.289667,T Shape,3,"[852, 1862, 3052]"
103.826706,1.290499,T Shape,3,"[853, 881, 2680]"
103.827601,1.290346,T Shape,3,"[854, 2112, 3063]"
103.832602,1.290205,T Shape,3,"[855, 2122, 4716]"
103.83797,1.302973,Other,3,"[856, 4864, 4865]"
103.842354,1.304425,T Shape,3,"[857, 2231, 3035]"
103.84407,1.304317,T Shape,3,"[858, 2264, 3057]"
103.844174,1.304331,T Shape,3,"[859, 2266, 3057]"
103.842576,1.304722,T Shape,3,"[860, 3035, 3036]"
103.841391,1.30451,T Shape,3,"[860, 2850, 2851]"
103.836787,1.30083,T Shape,3,"[861, 2717, 2721]"
103.837018,1.301365,T Shape,3,"[861, 4706, 4708]"
103.829736,1.293971,T Shape,3,"[862, 963, 3374]"
103.830515,1.294348,T Shape,3,"[862, 3367, 3372]"
103.829516,1.294396,T Shape,3,"[863, 1176, 3374]"
103.83098,1.29313,T Shape,3,"[864, 869, 3370]"
103.831299,1.293196,T Shape,3,"[864, 1679, 4493]"
103.831013,1.292555,T Shape,3,"[865, 962, 3382]"
103.830981,1.292539,T Shape,3,"[865, 872, 3381]"
103.830294,1.294457,T Shape,3,"[867, 874, 1175]"
103.830557,1.294535,T Shape,3,"[867, 1174, 4820]"
103.830774,1.293717,T Shape,3,"[869, 2800, 3367]"
103.830912,1.293927,T Shape,3,"[870, 3958, 5194]"
103.830135,1.294898,T Shape,3,"[871, 874, 1172]"
103.830387,1.294912,T Shape,3,"[873, 1172, 1173]"
103.831354,1.294959,Crossing,4,"[877, 2923, 2924, 5812]"
103.83127,1.294914,Crossing,4,"[878, 2126, 2924, 5811]"
103.825754,1.290638,T Shape,3,"[879, 892, 2501]"
103.826136,1.290623,X Shape,4,"[879, 1109, 1116, 1720]"
103.825968,1.29214,T Shape,3,"[880, 2771, 3256]"
103.835936,1.289242,T Shape,3,"[882, 3760, 5032]"
103.835018,1.289449,Crossing,4,"[883, 1608, 1644, 2479]"
103.825673,1.288714,T Shape,3,"[885, 1551, 1555]"
103.828362,1.285794,T Shape,3,"[887, 1982, 2514]"
103.826475,1.286125,T Shape,3,"[888, 3934, 5437]"
103.833354,1.289893,Crossing,4,"[889, 1672, 2580, 2581]"
103.82601,1.29006,T Shape,3,"[891, 969, 1556]"
103.82613,1.290908,T Shape,3,"[892, 1116, 2022]"
103.846702,1.287482,T Shape,3,"[893, 3941, 5857]"
103.845997,1.288705,X Shape,4,"[894, 2966, 2967, 2970]"
103.846035,1.288775,T Shape,3,"[894, 1201, 2968]"
103.846176,1.288545,X Shape,4,"[895, 898, 2970, 2971]"
103.847214,1.288107,T Shape,3,"[896, 2215, 2972]"
103.845841,1.288848,T Shape,3,"[897, 1200, 2965]"
103.845875,1.288905,X Shape,4,"[897, 980, 2963, 2964]"
103.846506,1.287796,T Shape,3,"[900, 1625, 4144]"
103.846353,1.287884,T Shape,3,"[900, 2020, 3141]"
103.841332,1.298984,T Shape,3,"[902, 3826, 3827]"
103.838185,1.285027,Crossing,4,"[903, 904, 916, 927]"
103.838762,1.285488,T Shape,3,"[910, 911, 934]"
103.838534,1.285879,X Shape,4,"[914, 921, 930, 5060]"
103.825027,1.291452,T Shape,3,"[917, 2023, 2083]"
103.845638,1.297015,T Shape,3,"[918, 1227, 3108]"
103.840958,1.286576,T Shape,3,"[919, 1066, 2846]"
103.839857,1.286753,X Shape,4,"[928, 3950, 4942, 5060]"
103.838328,1.285201,T Shape,3,"[929, 931, 932]"
103.838656,1.285409,T Shape,3,"[931, 933, 2948]"
103.84001,1.289245,T Shape,3,"[938, 1651, 1652]"
103.821044,1.290318,T Shape,3,"[941, 1147, 1148]"
103.823742,1.287504,Other,3,"[942, 2254, 2268]"
103.829207,1.295148,X Shape,4,"[943, 2762, 3375, 4227]"
103.824952,1.299591,T Shape,3,"[944, 4535, 6187]"
103.825223,1.299694,T Shape,3,"[944, 2614, 2616]"
103.824374,1.29972,T Shape,3,"[945, 4104, 4110]"
103.824726,1.299641,T Shape,3,"[945, 6182, 6183]"
103.824363,1.299469,T Shape,3,"[946, 1564, 2623]"
103.824367,1.299582,T Shape,3,"[946, 4104, 4105]"
103.827503,1.29397,X Shape,4,"[947, 1190, 2000, 2003]"
103.82746,1.29403,X Shape,4,"[947, 1565, 1566, 2764]"
103.827739,1.293458,T Shape,3,"[948, 1190, 2907]"
103.833915,1.285608,T Shape,3,"[949, 2645, 3514]"
103.832024,1.285943,T Shape,3,"[950, 2844, 4579]"
103.845176,1.295035,Other,3,"[952, 1878, 5756]"
103.84565,1.294914,T Shape,3,"[952, 1892, 1893]"
103.847839,1.293511,T Shape,3,"[953, 1887, 2364]"
103.845673,1.294875,T Shape,3,"[954, 1217, 1892]"
103.847583,1.296063,T Shape,3,"[955, 1876, 3707]"
103.845439,1.297188,X Shape,4,"[956, 1227, 4686, 4914]"
103.845585,1.295028,T Shape,3,"[958, 1893, 1894]"
103.847422,1.29376,Crossing,4,"[959, 1212, 1886, 2364]"
103.827244,1.285011,X Shape,4,"[966, 2980, 3121, 4043]"
103.827187,1.285194,X Shape,4,"[967, 2729, 2978, 2980]"
103.825009,1.290569,T Shape,3,"[968, 1851, 2586]"
103.849451,1.299515,T Shape,3,"[970, 3186, 3187]"
103.84935,1.29966,T Shape,3,"[970, 971, 2506]"
103.848922,1.300026,T Shape,3,"[972, 4293, 5326]"
103.846857,1.300895,T Shape,3,"[973, 3515, 4301]"
103.834989,1.286751,T Shape,3,"[974, 1609, 4939]"
103.843798,1.287925,X Shape,4,"[978, 1503, 4426, 6356]"
103.843944,1.288082,X Shape,4,"[978, 1243, 1502, 2724]"
103.845432,1.291844,T Shape,3,"[979, 1955, 4532]"
103.845518,1.291598,X Shape,4,"[979, 2505, 2562, 3228]"
103.840823,1.290863,T Shape,3,"[982, 983, 984]"
103.849748,1.289578,X Shape,4,"[986, 987, 1422, 1423]"
103.838567,1.296833,Crossing,4,"[989, 1059, 1060, 1122]"
103.838031,1.29716,X Shape,4,"[989, 4552, 4553, 4848]"
103.846233,1.299963,T Shape,3,"[990, 1340, 1341]"
103.844912,1.292204,T Shape,3,"[994, 2840, 4533]"
103.826122,1.291409,T Shape,3,"[995, 3148, 3245]"
103.848411,1.291746,T Shape,3,"[997, 1881, 2861]"
103.847916,1.293973,Other,3,"[1002, 1003, 2205]"
103.848155,1.294058,T Shape,3,"[1003, 2204, 4313]"
103.847489,1.294811,T Shape,3,"[1005, 1006, 1007]"
103.848305,1.295938,T Shape,3,"[1012, 3172, 3810]"
103.848785,1.296887,Other,3,"[1018, 3068, 3744]"
103.846632,1.297603,T Shape,3,"[1019, 4686, 5667]"
103.84552,1.299001,T Shape,3,"[1024, 3573, 3579]"
103.832871,1.304508,T Shape,3,"[1029, 1031, 3677]"
103.834278,1.303824,T Shape,3,"[1032, 3817, 4973]"
103.837302,1.288806,T Shape,3,"[1035, 1047, 1649]"
103.831761,1.29032,T Shape,3,"[1036, 4246, 4247]"
103.83175,1.290453,T Shape,3,"[1038, 1638, 1639]"
103.820868,1.291104,T Shape,3,"[1040, 2674, 2675]"
103.830752,1.287263,T Shape,3,"[1043, 3840, 4588]"
103.821757,1.287358,T Shape,3,"[1044, 4337, 4374]"
103.821661,1.287895,Crossing,4,"[1045, 4473, 4622, 5441]"
103.821492,1.288596,T Shape,3,"[1045, 2588, 5440]"
103.821075,1.286512,T Shape,3,"[1046, 2949, 4336]"
103.821068,1.28672,T Shape,3,"[1046, 2951, 2952]"
103.84219,1.294156,T Shape,3,"[1048, 3792, 4737]"
103.841874,1.294503,T Shape,3,"[1049, 3403, 4910]"
103.836061,1.289216,T Shape,3,"[1053, 5031, 5032]"
103.8389,1.297603,T Shape,3,"[1057, 2875, 3324]"
103.838027,1.297285,T Shape,3,"[1058, 2791, 4847]"
103.83809,1.29724,X Shape,4,"[1058, 3599, 4848, 4849]"
103.838604,1.296814,Other,3,"[1061, 1120, 1122]"
103.837836,1.296899,X Shape,4,"[1062, 4552, 4554, 4846]"
103.835745,1.298247,T Shape,3,"[1063, 6173, 6174]"
103.838355,1.297688,T Shape,3,"[1064, 2848, 3597]"
103.838226,1.29752,T Shape,3,"[1065, 2848, 2849]"
103.838049,1.297628,T Shape,3,"[1065, 4894, 4895]"
103.825654,1.304675,X Shape,4,"[1074, 2549, 2550, 3654]"
103.827227,1.299463,T Shape,3,"[1075, 2248, 4542]"
103.842573,1.297661,T Shape,3,"[1077, 2406, 2765]"
103.842194,1.296946,T Shape,3,"[1078, 5777, 5782]"
103.842092,1.298486,T Shape,3,"[1079, 4365, 4787]"
103.836964,1.297561,T Shape,3,"[1085, 2961, 3079]"
103.825839,1.300494,X Shape,4,"[1087, 2999, 3000, 5248]"
103.831306,1.302222,T Shape,3,"[1089, 2954, 2981]"
103.830181,1.300732,X Shape,4,"[1090, 5868, 5870, 5874]"
103.825733,1.296525,T Shape,3,"[1091, 1838, 2908]"
103.824063,1.299756,T Shape,3,"[1094, 3011, 3012]"
103.821916,1.298765,T Shape,3,"[1096, 1097, 5286]"
103.828244,1.297983,T Shape,3,"[1098, 4091, 4094]"
103.828163,1.29791,T Shape,3,"[1098, 1102, 4095]"
103.828624,1.297811,T Shape,3,"[1099, 1100, 1698]"
103.82636,1.299206,T Shape,3,"[1105, 2613, 3860]"
103.832528,1.303412,X Shape,4,"[1106, 2193, 3635, 3673]"
103.832715,1.303597,Crossing,4,"[1106, 3601, 3602, 4448]"
103.831342,1.296046,X Shape,4,"[1107, 1110, 2603, 3852]"
103.830353,1.295577,X Shape,4,"[1108, 1680, 1997, 2661]"
103.830311,1.295676,X Shape,4,"[1108, 1111, 1577, 2615]"
103.831849,1.296187,T Shape,3,"[1110, 1236, 2600]"
103.826101,1.29305,Crossing,4,"[1112, 1240, 2766, 5452]"
103.825947,1.29277,X Shape,4,"[1113, 4948, 5619, 5620]"
103.825878,1.292197,T Shape,3,"[1115, 3135, 3257]"
103.838743,1.290843,T Shape,3,"[1117, 1508, 2413]"
103.838465,1.29021,T Shape,3,"[1118, 2630, 5033]"
103.837912,1.288925,X Shape,4,"[1119, 2040, 2041, 3183]"
103.838769,1.29115,T Shape,3,"[1123, 1507, 2626]"
103.837545,1.2951,T Shape,3,"[1124, 2801, 6222]"
103.840096,1.299824,T Shape,3,"[1125, 1927, 2691]"
103.839631,1.299217,Crossing,4,"[1125, 1517, 3773, 3775]"
103.837445,1.292275,T Shape,3,"[1126, 3212, 4464]"
103.837363,1.292234,X Shape,4,"[1126, 1976, 2841, 4465]"
103.833386,1.293615,T Shape,3,"[1127, 1129, 2734]"
103.832782,1.294691,T Shape,3,"[1128, 2735, 3501]"
103.833449,1.293505,T Shape,3,"[1129, 5757, 6302]"
103.838704,1.293713,T Shape,3,"[1130, 3320, 3662]"
103.835456,1.295392,T Shape,3,"[1131, 2988, 3552]"
103.83527,1.294996,T Shape,3,"[1132, 4543, 4785]"
103.834703,1.295714,T Shape,3,"[1133, 1134, 2953]"
103.835289,1.29525,T Shape,3,"[1134, 3553, 4785]"
103.826677,1.29487,T Shape,3,"[1136, 2100, 4049]"
103.826729,1.295145,T Shape,3,"[1136, 2763, 2813]"
103.8214,1.287903,T Shape,3,"[1142, 4473, 5441]"
103.820968,1.288868,X Shape,4,"[1143, 3002, 3963, 4393]"
103.82042,1.288911,T Shape,3,"[1143, 1145, 3293]"
103.839585,1.287911,T Shape,3,"[1150, 1151, 2534]"
103.833072,1.286698,T Shape,3,"[1154, 3094, 3095]"
103.832022,1.286465,T Shape,3,"[1155, 3952, 3954]"
103.832024,1.286005,X Shape,4,"[1155, 2844, 2845, 4572]"
103.830089,1.286421,T Shape,3,"[1156, 1718, 4632]"
103.842412,1.287126,T Shape,3,"[1157, 1667, 4548]"
103.832374,1.290817,Crossing,4,"[1159, 1162, 1163, 4287]"
103.828308,1.292355,T Shape,3,"[1164, 2348, 3032]"
103.826758,1.292153,T Shape,3,"[1167, 2944, 3034]"
103.829585,1.294429,T Shape,3,"[1171, 1175, 1176]"
103.830598,1.295007,T Shape,3,"[1173, 1680, 4818]"
103.837762,1.290627,T Shape,3,"[1182, 3994, 3995]"
103.83791,1.290907,T Shape,3,"[1182, 3073, 3074]"
103.837623,1.291032,T Shape,3,"[1184, 2400, 3074]"
103.841698,1.290447,T Shape,3,"[1185, 2317, 5727]"
103.840753,1.292114,Crossing,4,"[1186, 2629, 3117, 3412]"
103.839417,1.293508,X Shape,4,"[1187, 1916, 3118, 3313]"
103.828926,1.29594,T Shape,3,"[1191, 2912, 2913]"
103.823304,1.292333,T Shape,3,"[1192, 2101, 3088]"
103.823155,1.292539,T Shape,3,"[1192, 2091, 6327]"
103.823026,1.304687,T Shape,3,"[1195, 1614, 2028]"
103.822418,1.304814,T Shape,3,"[1196, 1544, 2690]"
103.843942,1.291331,Other,3,"[1197, 1775, 4321]"
103.843323,1.293313,T Shape,3,"[1198, 1588, 1589]"
103.845968,1.288832,X Shape,4,"[1201, 2324, 2963, 6189]"
103.847313,1.294304,T Shape,3,"[1204, 3700, 3702]"
103.847257,1.291409,Crossing,4,"[1205, 1216, 1217, 1476]"
103.847934,1.291646,Other,3,"[1208, 1208, 1215]"
103.849127,1.299076,T Shape,3,"[1223, 1393, 3188]"
103.846372,1.304576,T Shape,3,"[1224, 1225, 4653]"
103.823187,1.291494,T Shape,3,"[1229, 4040, 4041]"
103.823242,1.291641,Crossing,4,"[1229, 3668, 3670, 6260]"
103.841511,1.288848,T Shape,3,"[1230, 1593, 1594]"
103.840758,1.287793,T Shape,3,"[1231, 2039, 2533]"
103.84091,1.287659,T Shape,3,"[1231, 4655, 5614]"
103.829636,1.290414,X Shape,4,"[1232, 2576, 2577, 2579]"
103.829636,1.290519,X Shape,4,"[1232, 1636, 1637, 2633]"
103.829633,1.289444,T Shape,3,"[1233, 4025, 4075]"
103.838876,1.29282,T Shape,3,"[1234, 3987, 6405]"
103.839107,1.293121,T Shape,3,"[1234, 1855, 4919]"
103.8318,1.296058,T Shape,3,"[1235, 1710, 2637]"
103.831598,1.295709,T Shape,3,"[1235, 2609, 2638]"
103.831087,1.296358,T Shape,3,"[1236, 2603, 3862]"
103.836834,1.295745,T Shape,3,"[1237, 1587, 3849]"
103.822625,1.288506,T Shape,3,"[1239, 1924, 2725]"
103.82572,1.292932,T Shape,3,"[1240, 2796, 4077]"
103.82748,1.285899,T Shape,3,"[1241, 2498, 3242]"
103.827212,1.285729,T Shape,3,"[1241, 1713, 2726]"
103.847808,1.286509,X Shape,4,"[1242, 1471, 1472, 2670]"
103.848721,1.302276,T Shape,3,"[1244, 3530, 5297]"
103.838397,1.29159,Crossing,4,"[1246, 2043, 2045, 3132]"
103.849677,1.285624,T Shape,3,"[1247, 1248, 2570]"
103.849601,1.285432,Crossing,4,"[1248, 1456, 2564, 4070]"
103.849786,1.285639,T Shape,3,"[1249, 1250, 2570]"
103.849851,1.288969,T Shape,3,"[1251, 1424, 6205]"
103.845342,1.303961,T Shape,3,"[1254, 2994, 3045]"
103.849413,1.296127,Other,3,"[1258, 3905, 4688]"
103.840834,1.297162,T Shape,3,"[1260, 2834, 3321]"
103.848166,1.29873,T Shape,3,"[1263, 1320, 2469]"
103.835823,1.302439,T Shape,3,"[1265, 1267, 3772]"
103.836132,1.302706,T Shape,3,"[1265, 2556, 3873]"
103.836072,1.302848,T Shape,3,"[1268, 1269, 1272]"
103.837411,1.302069,X Shape,4,"[1269, 3939, 5133, 5633]"
103.835847,1.302975,T Shape,3,"[1272, 2335, 5393]"
103.840709,1.300716,X Shape,4,"[1278, 2551, 2552, 3782]"
103.835156,1.300702,T Shape,3,"[1279, 5334, 5335]"
103.837629,1.301948,T Shape,3,"[1280, 5132, 5633]"
103.8388,1.302009,T Shape,3,"[1285, 3337, 3394]"
103.840198,1.300071,T Shape,3,"[1291, 2694, 2695]"
103.841218,1.300552,T Shape,3,"[1297, 1298, 2552]"
103.841949,1.300343,T Shape,3,"[1298, 1724, 4755]"
103.843091,1.300172,X Shape,4,"[1305, 1318, 1319, 2476]"
103.844908,1.29947,T Shape,3,"[1309, 1335, 1414]"
103.847356,1.298755,T Shape,3,"[1313, 1330, 1350]"
103.847467,1.298693,X Shape,4,"[1321, 1322, 1731, 4378]"
103.846216,1.299798,T Shape,3,"[1323, 1325, 6316]"
103.845812,1.299092,T Shape,3,"[1324, 3151, 4705]"
103.846141,1.299771,Other,3,"[1326, 1366, 3948]"
103.845982,1.299887,T Shape,3,"[1326, 1344, 1345]"
103.847334,1.298526,T Shape,3,"[1329, 1331, 1373]"
103.847413,1.298773,Other,3,"[1342, 1350, 1352]"
103.84623,1.299703,T Shape,3,"[1342, 1343, 5963]"
103.836693,1.300856,T Shape,3,"[1355, 1356, 2721]"
103.84968,1.299771,T Shape,3,"[1398, 1399, 3659]"
103.849824,1.300289,T Shape,3,"[1402, 1403, 1404]"
103.849553,1.289296,X Shape,4,"[1409, 1410, 1422, 5086]"
103.849503,1.292666,T Shape,3,"[1421, 5136, 5137]"
103.849826,1.288889,T Shape,3,"[1425, 6202, 6205]"
103.84136,1.291734,T Shape,3,"[1426, 1498, 2383]"
103.848904,1.288367,T Shape,3,"[1431, 2467, 4315]"
103.849846,1.298265,T Shape,3,"[1433, 2504, 3237]"
103.84975,1.297947,T Shape,3,"[1442, 1443, 1447]"
103.849712,1.2963,T Shape,3,"[1448, 5094, 6333]"
103.831726,1.292436,X Shape,4,"[1449, 2295, 5464, 5466]"
103.822488,1.287741,T Shape,3,"[1452, 3266, 3504]"
103.84781,1.285089,T Shape,3,"[1454, 4314, 4580]"
103.820237,1.288654,X Shape,4,"[1455, 2588, 3296, 3297]"
103.844357,1.288525,T Shape,3,"[1458, 3134, 4425]"
103.842773,1.289622,T Shape,3,"[1459, 3219, 3518]"
103.842543,1.287997,T Shape,3,"[1461, 1657, 4053]"
103.844519,1.286976,X Shape,4,"[1463, 1464, 2582, 3454]"
103.838782,1.290997,X Shape,4,"[1467, 2042, 2413, 2626]"
103.837849,1.288759,T Shape,3,"[1468, 1670, 2040]"
103.849844,1.289914,T Shape,3,"[1469, 2565, 4334]"
103.845781,1.286933,T Shape,3,"[1480, 1938, 3645]"
103.843754,1.287756,T Shape,3,"[1481, 1504, 4421]"
103.843575,1.287558,T Shape,3,"[1481, 4569, 4571]"
103.842698,1.288362,T Shape,3,"[1482, 4054, 6353]"
103.838334,1.289521,T Shape,3,"[1484, 3726, 6034]"
103.839685,1.290274,T Shape,3,"[1484, 1488, 5725]"
103.842481,1.291108,T Shape,3,"[1487, 1773, 1780]"
103.838837,1.290083,T Shape,3,"[1490, 1491, 2893]"
103.838737,1.289852,T Shape,3,"[1490, 1491, 2993]"
103.83493,1.291022,X Shape,4,"[1495, 2294, 4798, 5206]"
103.840503,1.291912,T Shape,3,"[1497, 5854, 5855]"
103.844207,1.288364,T Shape,3,"[1501, 2724, 4425]"
103.84427,1.288312,T Shape,3,"[1501, 4423, 4424]"
103.844007,1.288029,T Shape,3,"[1502, 4422, 4423]"
103.843861,1.287872,T Shape,3,"[1503, 4421, 4422]"
103.84369,1.287809,T Shape,3,"[1504, 4426, 4427]"
103.838946,1.291041,Crossing,4,"[1507, 1508, 2042, 2916]"
103.842064,1.290076,T Shape,3,"[1514, 1621, 2389]"
103.842118,1.290185,T Shape,3,"[1515, 2387, 2389]"
103.84138,1.299044,X Shape,4,"[1516, 3826, 3894, 4450]"
103.837371,1.296277,T Shape,3,"[1519, 3587, 3588]"
103.837428,1.295662,Crossing,4,"[1519, 1534, 1967, 1969]"
103.844007,1.294899,T Shape,3,"[1520, 3233, 3263]"
103.844125,1.294979,T Shape,3,"[1520, 3231, 3264]"
103.837555,1.295158,T Shape,3,"[1521, 2801, 2806]"
103.83748,1.295171,X Shape,4,"[1521, 2803, 2804, 2805]"
103.837374,1.295566,Crossing,4,"[1522, 1537, 1968, 1970]"
103.8369,1.293241,X Shape,4,"[1523, 1974, 1975, 5790]"
103.847548,1.302034,T Shape,3,"[1525, 3768, 4295]"
103.846317,1.302781,Crossing,4,"[1526, 4303, 4304, 6218]"
103.846119,1.302684,T Shape,3,"[1526, 2276, 2817]"
103.849461,1.302696,T Shape,3,"[1528, 5347, 5858]"
103.849536,1.303032,T Shape,3,"[1528, 3483, 5346]"
103.848803,1.302048,T Shape,3,"[1529, 3493, 3765]"
103.84871,1.301751,T Shape,3,"[1529, 3484, 3486]"
103.849993,1.304467,T Shape,3,"[1532, 2730, 4078]"
103.836563,1.295747,T Shape,3,"[1533, 2818, 3795]"
103.841294,1.295654,T Shape,3,"[1535, 2602, 4459]"
103.841413,1.295502,X Shape,4,"[1535, 2604, 3544, 5278]"
103.837838,1.295564,T Shape,3,"[1536, 2761, 2809]"
103.837493,1.295563,Crossing,4,"[1536, 1967, 1970, 2760]"
103.835524,1.295911,T Shape,3,"[1538, 2599, 2847]"
103.838188,1.291824,X Shape,4,"[1539, 2044, 3198, 4021]"
103.83441,1.286024,T Shape,3,"[1540, 2650, 2808]"
103.834812,1.28661,T Shape,3,"[1541, 2357, 3249]"
103.834895,1.285148,T Shape,3,"[1542, 3387, 4938]"
103.82205,1.304265,T Shape,3,"[1543, 4644, 4645]"
103.82555,1.288568,T Shape,3,"[1548, 1553, 5501]"
103.825459,1.288664,T Shape,3,"[1549, 1550, 5501]"
103.825706,1.288625,T Shape,3,"[1549, 1551, 5500]"
103.825581,1.288728,T Shape,3,"[1550, 1552, 1553]"
103.825644,1.288563,T Shape,3,"[1555, 2005, 5500]"
103.826808,1.293368,T Shape,3,"[1557, 1559, 5456]"
103.826732,1.293618,T Shape,3,"[1558, 2346, 5394]"
103.826866,1.293404,T Shape,3,"[1559, 2347, 5455]"
103.826775,1.293547,T Shape,3,"[1560, 1561, 2346]"
103.826816,1.29348,T Shape,3,"[1563, 2347, 3543]"
103.825622,1.296296,T Shape,3,"[1564, 2852, 2908]"
103.828082,1.294476,X Shape,4,"[1565, 2001, 2002, 3548]"
103.828546,1.29471,T Shape,3,"[1569, 1573, 1574]"
103.828521,1.294779,T Shape,3,"[1570, 1571, 4492]"
103.829179,1.295212,T Shape,3,"[1572, 4226, 4227]"
103.829267,1.295255,X Shape,4,"[1572, 1998, 1999, 3545]"
103.828129,1.29441,T Shape,3,"[1574, 2001, 4496]"
103.829824,1.29547,T Shape,3,"[1577, 1999, 2784]"
103.832603,1.296322,X Shape,4,"[1579, 3851, 4670, 6307]"
103.833479,1.296287,X Shape,4,"[1579, 1994, 4793, 6308]"
103.833798,1.296202,T Shape,3,"[1582, 1583, 1992]"
103.833468,1.296193,T Shape,3,"[1585, 6308, 6309]"
103.833337,1.296207,T Shape,3,"[1585, 5970, 6310]"
103.837298,1.295671,Crossing,4,"[1587, 1968, 1969, 2350]"
103.844359,1.292644,T Shape,3,"[1590, 2213, 2627]"
103.83983,1.286795,T Shape,3,"[1595, 1596, 3950]"
103.840091,1.287263,T Shape,3,"[1602, 2535, 4935]"
103.838891,1.286529,T Shape,3,"[1604, 4659, 4660]"
103.834571,1.290367,T Shape,3,"[1608, 2513, 3138]"
103.835087,1.287186,T Shape,3,"[1609, 2652, 2672]"
103.821879,1.303784,T Shape,3,"[1613, 3880, 3881]"
103.820869,1.302883,T Shape,3,"[1613, 2926, 4646]"
103.842586,1.293668,T Shape,3,"[1615, 2558, 3155]"
103.842394,1.293462,T Shape,3,"[1615, 2983, 4454]"
103.842146,1.290029,X Shape,4,"[1619, 1620, 1621, 2388]"
103.849637,1.29248,X Shape,4,"[1622, 1623, 1624, 2667]"
103.849461,1.292003,T Shape,3,"[1624, 3858, 4401]"
103.821998,1.291013,T Shape,3,"[1626, 2676, 6259]"
103.845656,1.285717,T Shape,3,"[1632, 3446, 3448]"
103.844814,1.285777,T Shape,3,"[1633, 2354, 4142]"
103.844517,1.285424,T Shape,3,"[1633, 2355, 4970]"
103.844681,1.28593,T Shape,3,"[1635, 3499, 4140]"
103.831762,1.290354,T Shape,3,"[1640, 2660, 4246]"
103.832569,1.290317,T Shape,3,"[1643, 4715, 4717]"
103.837074,1.288824,T Shape,3,"[1647, 2144, 3442]"
103.837005,1.28883,X Shape,4,"[1647, 2306, 3255, 3261]"
103.836918,1.288839,T Shape,3,"[1648, 2653, 3261]"
103.836477,1.288721,T Shape,3,"[1648, 4034, 5005]"
103.837182,1.288815,T Shape,3,"[1649, 3254, 3442]"
103.840596,1.288985,T Shape,3,"[1653, 2531, 4924]"
103.84177,1.288336,T Shape,3,"[1656, 1657, 4925]"
103.846524,1.28581,T Shape,3,"[1664, 3751, 4934]"
103.842918,1.285785,T Shape,3,"[1666, 2557, 2892]"
103.835938,1.288998,T Shape,3,"[1671, 2653, 2678]"
103.833469,1.289464,T Shape,3,"[1673, 2125, 2737]"
103.833428,1.2897,T Shape,3,"[1673, 2124, 2580]"
103.831014,1.294,T Shape,3,"[1679, 2173, 4817]"
103.829332,1.300548,T Shape,3,"[1684, 2919, 4905]"
103.830244,1.303148,T Shape,3,"[1686, 3184, 6287]"
103.829452,1.301323,T Shape,3,"[1688, 1708, 2617]"
103.830376,1.30338,T Shape,3,"[1690, 1691, 3184]"
