longitude,latitude,junction_type,num_roads,connected_road_indices
103.843329,1.299771,T Shape,3,"[235, 1308, 1336]"
103.843822,1.299748,T Shape,3,"[239, 761, 3276]"
103.837532,1.301793,Crossing,4,"[242, 264, 439, 1282]"
103.836704,1.303499,X Shape,4,"[243, 3832, 4068, 4854]"
103.848857,1.301724,T Shape,3,"[247, 340, 3486]"
103.848935,1.30197,X Shape,4,"[247, 1527, 3765, 3769]"
103.847463,1.301838,T Shape,3,"[248, 1531, 2275]"
103.843901,1.29682,T Shape,3,"[249, 3222, 3224]"
103.849877,1.298302,T Shape,3,"[250, 3237, 6329]"
103.849551,1.298738,T Shape,3,"[250, 251, 1396]"
103.841987,1.294454,T Shape,3,"[253, 1188, 2769]"
103.842123,1.294099,X Shape,4,"[254, 1048, 3402, 3406]"
103.849165,1.291396,T Shape,3,"[255, 2568, 2635]"
103.821073,1.294851,T Shape,3,"[256, 3844, 5486]"
103.822222,1.29512,X Shape,4,"[257, 2811, 2909, 3536]"
103.822005,1.296629,T Shape,3,"[257, 259, 3112]"
103.825353,1.299454,T Shape,3,"[258, 1076, 4536]"
103.825206,1.299504,T Shape,3,"[258, 2244, 4535]"
103.821616,1.297722,T Shape,3,"[260, 5375, 5376]"
103.822134,1.296825,X Shape,4,"[261, 2910, 3112, 5380]"
103.849287,1.28619,T Shape,3,"[262, 3122, 4388]"
103.847756,1.286419,O Shape,5,"[263, 1050, 1453, 1471, 5935]"
103.847334,1.286647,T Shape,3,"[263, 2687, 3451]"
103.838921,1.290276,T Shape,3,"[265, 1179, 1180]"
103.838859,1.290128,T Shape,3,"[265, 2893, 4551]"
103.838941,1.291747,T Shape,3,"[266, 2163, 2164]"
103.838473,1.291622,Crossing,4,"[266, 1123, 2043, 2044]"
103.837354,1.291352,T Shape,3,"[267, 1183, 3037]"
103.838904,1.294044,T Shape,3,"[268, 2986, 4671]"
103.843747,1.29556,T Shape,3,"[269, 477, 479]"
103.822573,1.28559,X Shape,4,"[270, 2839, 3506, 4583]"
103.834384,1.304726,T Shape,3,"[271, 2528, 4564]"
103.824876,1.293421,X Shape,4,"[272, 2797, 3572, 4490]"
103.825331,1.293831,T Shape,3,"[272, 2098, 2866]"
103.845644,1.298122,T Shape,3,"[273, 353, 5583]"
103.844883,1.298358,T Shape,3,"[273, 353, 5582]"
103.823496,1.303382,T Shape,3,"[274, 2704, 2874]"
103.823504,1.303838,T Shape,3,"[274, 1727, 2349]"
103.823488,1.302433,T Shape,3,"[275, 695, 2537]"
103.825373,1.286264,X Shape,4,"[277, 631, 755, 2480]"
103.825326,1.285849,T Shape,3,"[277, 545, 4565]"
103.849669,1.289627,T Shape,3,"[278, 986, 1469]"
103.849535,1.28943,Other,3,"[278, 1428, 1470]"
103.825915,1.303236,T Shape,3,"[280, 2482, 6349]"
103.847532,1.298316,T Shape,3,"[281, 4377, 4383]"
103.822246,1.288424,T Shape,3,"[282, 1239, 4400]"
103.829954,1.299161,X Shape,4,"[283, 1052, 1695, 1696]"
103.829893,1.299291,X Shape,4,"[283, 1685, 2484, 2594]"
103.830071,1.299381,X Shape,4,"[284, 1685, 2483, 2767]"
103.830126,1.299261,X Shape,4,"[284, 1693, 1695, 2727]"
103.830678,1.303956,X Shape,4,"[285, 288, 1690, 2541]"
103.832128,1.302945,T Shape,3,"[287, 2831, 3676]"
103.831798,1.30322,T Shape,3,"[287, 802, 2688]"
103.830144,1.304272,Crossing,4,"[289, 430, 623, 2540]"
103.829671,1.304488,Crossing,4,"[289, 431, 2539, 5398]"
103.835072,1.28896,T Shape,3,"[290, 403, 2583]"
103.835071,1.288663,T Shape,3,"[290, 704, 2516]"
103.833296,1.29004,Crossing,4,"[291, 292, 889, 1643]"
103.832907,1.290802,T Shape,3,"[292, 1238, 1678]"
103.835051,1.289287,Crossing,4,"[293, 883, 2478, 2583]"
103.843688,1.293099,X Shape,4,"[295, 296, 1589, 2392]"
103.843799,1.293038,X Shape,4,"[295, 1591, 1616, 2625]"
103.843636,1.293004,X Shape,4,"[296, 648, 2511, 4058]"
103.849176,1.291758,X Shape,4,"[297, 2410, 2632, 3472]"
103.849531,1.292538,O Shape,5,"[297, 1623, 2203, 3194, 3918]"
103.844475,1.298475,O Shape,5,"[299, 1312, 3437, 4685, 5582]"
103.843875,1.285003,X Shape,4,"[301, 303, 1954, 4113]"
103.84113,1.288328,X Shape,4,"[304, 651, 1612, 2532]"
103.828668,1.296527,Other,3,"[305, 1191, 5400]"
103.827127,1.296002,T Shape,3,"[306, 5182, 5479]"
103.839742,1.290261,T Shape,3,"[308, 2373, 5725]"
103.840187,1.289975,T Shape,3,"[308, 1185, 5726]"
103.849394,1.292425,T Shape,3,"[309, 5064, 5138]"
103.847235,1.29072,T Shape,3,"[309, 4991, 4993]"
103.846938,1.290556,Other,3,"[310, 490, 6334]"
103.835497,1.297908,T Shape,3,"[312, 4097, 4799]"
103.835557,1.298016,T Shape,3,"[312, 1063, 1085]"
103.837187,1.296881,T Shape,3,"[313, 2240, 5810]"
103.837278,1.296365,Crossing,4,"[313, 2242, 3586, 5979]"
103.845788,1.289015,X Shape,4,"[314, 3638, 5561, 5681]"
103.828303,1.295492,T Shape,3,"[315, 2941, 2992]"
103.8479,1.295156,X Shape,4,"[316, 610, 617, 3049]"
103.848992,1.295795,T Shape,3,"[317, 1873, 3802]"
103.829723,1.287381,T Shape,3,"[320, 2338, 3972]"
103.830791,1.287443,T Shape,3,"[321, 322, 1043]"
103.830954,1.287914,T Shape,3,"[321, 5480, 5507]"
103.82727,1.28775,T Shape,3,"[323, 3104, 4032]"
103.825467,1.288127,T Shape,3,"[324, 1548, 2508]"
103.825567,1.28812,X Shape,4,"[324, 1554, 2005, 2571]"
103.827449,1.287649,X Shape,4,"[325, 1140, 3566, 4821]"
103.829821,1.286521,T Shape,3,"[326, 3831, 4841]"
103.829893,1.286424,T Shape,3,"[326, 4190, 4632]"
103.830009,1.287149,X Shape,4,"[328, 4800, 4801, 5833]"
103.83047,1.286432,X Shape,4,"[329, 330, 1156, 5836]"
103.848924,1.289781,T Shape,3,"[331, 1411, 1412]"
103.847923,1.290046,O Shape,5,"[333, 334, 4981, 5548, 5597]"
103.845095,1.289501,T Shape,3,"[334, 985, 1219]"
103.84847,1.289949,T Shape,3,"[335, 5728, 5730]"
103.844159,1.298592,T Shape,3,"[336, 645, 3143]"
103.842339,1.290411,T Shape,3,"[338, 464, 1592]"
103.847629,1.30374,X Shape,4,"[339, 3561, 5344, 5345]"
103.846816,1.304276,T Shape,3,"[339, 457, 3120]"
103.845946,1.304845,T Shape,3,"[341, 764, 3766]"
103.848504,1.304821,T Shape,3,"[342, 2061, 4261]"
103.838094,1.292793,T Shape,3,"[343, 4784, 5690]"
103.82832,1.298158,T Shape,3,"[344, 4091, 4092]"
103.843214,1.296313,T Shape,3,"[345, 743, 3064]"
103.840289,1.297078,T Shape,3,"[346, 4795, 4825]"
103.845327,1.297201,T Shape,3,"[347, 352, 4915]"
103.83706,1.298912,T Shape,3,"[348, 6161, 6163]"
103.837577,1.299076,T Shape,3,"[348, 2709, 2710]"
103.844813,1.296458,T Shape,3,"[349, 614, 3115]"
103.843817,1.295368,T Shape,3,"[350, 479, 4752]"
103.843684,1.295268,T Shape,3,"[350, 477, 3423]"
103.835511,1.301661,T Shape,3,"[351, 637, 4062]"
103.844548,1.296562,T Shape,3,"[352, 614, 4913]"
103.840108,1.298123,T Shape,3,"[354, 3109, 3110]"
103.836126,1.300472,T Shape,3,"[355, 635, 1357]"
103.833941,1.299922,T Shape,3,"[356, 3877, 3878]"
103.843852,1.296109,T Shape,3,"[357, 2466, 4920]"
103.84332,1.296592,T Shape,3,"[357, 3064, 4911]"
103.830022,1.298561,T Shape,3,"[359, 1052, 1683]"
103.829582,1.298972,T Shape,3,"[359, 1696, 2053]"
103.839714,1.298357,T Shape,3,"[360, 2876, 3111]"
103.847777,1.296327,Other,3,"[361, 608, 616]"
103.84788,1.296398,T Shape,3,"[361, 3172, 3226]"
103.840946,1.295915,X Shape,4,"[362, 1957, 1959, 2602]"
103.840299,1.298026,T Shape,3,"[363, 3109, 4718]"
103.835146,1.301645,T Shape,3,"[364, 4014, 4065]"
103.836608,1.304419,T Shape,3,"[366, 2524, 2526]"
103.837232,1.304433,T Shape,3,"[366, 2522, 3893]"
103.842322,1.29693,T Shape,3,"[367, 1077, 1078]"
103.842411,1.296876,T Shape,3,"[367, 5773, 5783]"
103.837953,1.285911,T Shape,3,"[370, 1607, 1705]"
103.838399,1.285877,T Shape,3,"[371, 1606, 2536]"
103.842135,1.289502,T Shape,3,"[372, 373, 657]"
103.833673,1.292211,T Shape,3,"[374, 977, 5723]"
103.835524,1.292126,T Shape,3,"[374, 1496, 3758]"
103.84881,1.288041,T Shape,3,"[375, 4330, 5392]"
103.848877,1.287341,T Shape,3,"[375, 2895, 3066]"
103.849738,1.286487,T Shape,3,"[376, 1451, 3750]"
103.849485,1.286319,X Shape,4,"[376, 1505, 3122, 4316]"
103.848441,1.286048,T Shape,3,"[379, 1453, 2563]"
103.848155,1.285751,T Shape,3,"[379, 380, 2679]"
103.839092,1.288416,Crossing,4,"[382, 390, 906, 936]"
103.837197,1.289078,T Shape,3,"[383, 3284, 3301]"
103.836857,1.289083,T Shape,3,"[383, 3283, 5030]"
103.837305,1.288722,T Shape,3,"[385, 1035, 3285]"
103.840233,1.285093,T Shape,3,"[386, 1056, 1068]"
103.839125,1.288794,T Shape,3,"[390, 939, 3285]"
103.82604,1.292736,T Shape,3,"[391, 5618, 5620]"
103.82599,1.292537,T Shape,3,"[391, 875, 6067]"
103.83213,1.290416,T Shape,3,"[393, 1638, 1642]"
103.832136,1.290816,T Shape,3,"[393, 1163, 2788]"
103.834544,1.286147,T Shape,3,"[394, 405, 2808]"
103.834601,1.285909,T Shape,3,"[394, 2650, 3386]"
103.826694,1.290236,X Shape,4,"[395, 4229, 4512, 5491]"
103.829651,1.290914,T Shape,3,"[396, 2634, 4868]"
103.832138,1.290317,T Shape,3,"[397, 855, 2660]"
103.83149,1.289397,T Shape,3,"[398, 2119, 2786]"
103.834974,1.287308,T Shape,3,"[399, 583, 2651]"
103.83489,1.286914,T Shape,3,"[399, 2359, 3249]"
103.848461,1.297054,T Shape,3,"[400, 3697, 3744]"
103.848084,1.297381,T Shape,3,"[400, 491, 2502]"
103.822935,1.304974,T Shape,3,"[401, 1729, 2093]"
103.822787,1.304909,X Shape,4,"[401, 640, 649, 2028]"
103.835762,1.287992,X Shape,4,"[402, 3029, 4940, 4941]"
103.835749,1.288284,T Shape,3,"[403, 2677, 3125]"
103.834671,1.286322,Crossing,4,"[404, 405, 407, 1541]"
103.836073,1.288371,X Shape,4,"[406, 2673, 3145, 5005]"
103.836115,1.288075,Crossing,4,"[406, 3029, 3030, 4941]"
103.834845,1.285769,T Shape,3,"[407, 4663, 4939]"
103.834157,1.285813,T Shape,3,"[408, 949, 3220]"
103.825174,1.286377,Other,3,"[410, 2485, 3805]"
103.825231,1.286395,X Shape,4,"[410, 630, 3804, 3806]"
103.84557,1.286683,T Shape,3,"[413, 1479, 1682]"
103.84507,1.28885,X Shape,4,"[415, 419, 1221, 1222]"
103.844157,1.29112,T Shape,3,"[416, 1777, 3731]"
103.843877,1.291299,T Shape,3,"[416, 1775, 1776]"
103.847635,1.289632,T Shape,3,"[417, 1222, 4981]"
103.848005,1.289507,X Shape,4,"[417, 421, 487, 5555]"
103.845122,1.289461,Other,3,"[418, 485, 985]"
103.849337,1.288468,T Shape,3,"[420, 3750, 6000]"
103.848868,1.289114,T Shape,3,"[421, 6212, 6213]"
103.845459,1.300333,T Shape,3,"[422, 424, 4260]"
103.84537,1.300554,X Shape,4,"[422, 1450, 3265, 4260]"
103.847311,1.299272,T Shape,3,"[423, 4380, 6342]"
103.84749,1.299103,T Shape,3,"[423, 1340, 4382]"
103.826863,1.302,T Shape,3,"[425, 2832, 3523]"
103.827753,1.302524,T Shape,3,"[425, 1086, 2592]"
103.829514,1.301849,X Shape,4,"[426, 4905, 6089, 6288]"
103.826686,1.300183,T Shape,3,"[427, 3001, 5247]"
103.828761,1.301723,T Shape,3,"[427, 1088, 3075]"
103.826503,1.301527,T Shape,3,"[428, 1086, 5239]"
103.82579,1.301385,T Shape,3,"[428, 1842, 2955]"
103.829774,1.304095,T Shape,3,"[429, 431, 623]"
103.829078,1.302519,X Shape,4,"[429, 2591, 5104, 5105]"
103.834717,1.29064,T Shape,3,"[433, 1495, 2902]"
103.83475,1.290421,T Shape,3,"[433, 2156, 3761]"
103.829945,1.304776,Crossing,4,"[437, 1867, 3352, 3355]"
103.830029,1.30494,T Shape,3,"[438, 3354, 3355]"
103.837326,1.301916,X Shape,4,"[439, 1270, 1279, 3939]"
103.823118,1.290905,X Shape,4,"[442, 1627, 2391, 3665]"
103.823178,1.291425,T Shape,3,"[442, 3667, 4040]"
103.825904,1.292755,X Shape,4,"[443, 3303, 5443, 5444]"
103.825968,1.292275,X Shape,4,"[445, 2671, 6065, 6301]"
103.831298,1.291955,T Shape,3,"[445, 977, 5724]"
103.825873,1.292249,X Shape,4,"[446, 3135, 6064, 6301]"
103.832255,1.292684,T Shape,3,"[448, 3818, 3819]"
103.832442,1.292797,T Shape,3,"[449, 3818, 3820]"
103.831146,1.294013,X Shape,4,"[451, 3958, 5233, 5461]"
103.831452,1.293198,T Shape,3,"[451, 454, 5209]"
103.832314,1.292435,T Shape,3,"[453, 2641, 2642]"
103.831776,1.292589,T Shape,3,"[454, 455, 2295]"
103.847126,1.304482,T Shape,3,"[456, 2063, 2064]"
103.84751,1.304346,X Shape,4,"[456, 2067, 2068, 2069]"
103.840116,1.288872,T Shape,3,"[459, 908, 937]"
103.848844,1.298616,T Shape,3,"[460, 1394, 5076]"
103.840759,1.287459,T Shape,3,"[461, 4005, 4655]"
103.835927,1.292376,T Shape,3,"[473, 1178, 5722]"
103.833459,1.292511,X Shape,4,"[473, 1449, 2293, 5159]"
103.841805,1.291241,T Shape,3,"[476, 4056, 4061]"
103.843155,1.293733,T Shape,3,"[478, 4323, 4469]"
103.84311,1.293446,T Shape,3,"[478, 1509, 1588]"
103.837216,1.296044,T Shape,3,"[480, 1237, 2350]"
103.842973,1.301709,T Shape,3,"[483, 4777, 4778]"
103.842936,1.301281,T Shape,3,"[483, 4225, 4736]"
103.846929,1.288557,T Shape,3,"[488, 2019, 3140]"
103.847164,1.288563,X Shape,4,"[488, 1674, 1675, 3459]"
103.847035,1.297541,T Shape,3,"[491, 715, 3067]"
103.824404,1.292095,T Shape,3,"[493, 558, 1169]"
103.820701,1.298042,T Shape,3,"[494, 495, 3004]"
103.820853,1.300326,T Shape,3,"[496, 813, 3018]"
103.822984,1.299615,Other,3,"[498, 4085, 4087]"
103.820228,1.29675,T Shape,3,"[500, 514, 2911]"
103.820019,1.299854,T Shape,3,"[503, 3007, 3008]"
103.822284,1.299626,X Shape,4,"[504, 812, 2372, 2998]"
103.822035,1.299657,T Shape,3,"[504, 1097, 3010]"
103.822835,1.299653,T Shape,3,"[505, 4087, 4088]"
103.822864,1.299893,T Shape,3,"[505, 3011, 3016]"
103.821566,1.300236,T Shape,3,"[506, 3017, 3018]"
103.823532,1.293289,T Shape,3,"[507, 508, 3013]"
103.824569,1.293649,T Shape,3,"[510, 2797, 2799]"
103.823191,1.292626,Crossing,4,"[511, 4148, 6326, 6327]"
103.822401,1.293106,X Shape,4,"[511, 3776, 4147, 5684]"
103.82235,1.294539,T Shape,3,"[512, 688, 2958]"
103.822542,1.293867,T Shape,3,"[512, 2103, 2957]"
103.8233,1.292944,T Shape,3,"[513, 5457, 6326]"
103.825957,1.296086,T Shape,3,"[518, 2835, 2852]"
103.8249,1.295445,T Shape,3,"[518, 2935, 4815]"
103.824091,1.295515,T Shape,3,"[519, 2939, 4102]"
103.823554,1.296002,T Shape,3,"[519, 2938, 4103]"
103.825153,1.295066,T Shape,3,"[520, 521, 2917]"
103.824494,1.294807,T Shape,3,"[522, 4046, 4047]"
103.824651,1.294724,T Shape,3,"[522, 532, 534]"
103.820874,1.291167,X Shape,4,"[525, 526, 1040, 6251]"
103.824636,1.294617,T Shape,3,"[531, 533, 4517]"
103.824614,1.294627,T Shape,3,"[532, 3124, 4517]"
103.82508,1.294152,T Shape,3,"[534, 3092, 3093]"
103.848257,1.288479,T Shape,3,"[538, 3466, 3468]"
103.848365,1.288644,T Shape,3,"[538, 2896, 3471]"
103.84547,1.300549,T Shape,3,"[539, 3265, 4386]"
103.820235,1.288526,T Shape,3,"[540, 3296, 4133]"
103.820104,1.288531,T Shape,3,"[540, 542, 3299]"
103.82131,1.286131,T Shape,3,"[541, 2906, 4639]"
103.823204,1.286247,T Shape,3,"[543, 4480, 4481]"
103.820079,1.286476,Other,3,"[544, 1925, 3056]"
103.826082,1.286116,Crossing,4,"[545, 632, 3206, 5438]"
103.825171,1.285923,T Shape,3,"[546, 756, 1547]"
103.824158,1.286919,T Shape,3,"[546, 758, 3906]"
103.824354,1.286775,T Shape,3,"[547, 3906, 4399]"
103.82532,1.287106,T Shape,3,"[547, 630, 3933]"
103.82543,1.286789,T Shape,3,"[548, 884, 2707]"
103.825874,1.286224,T Shape,3,"[548, 888, 2481]"
103.826226,1.285886,T Shape,3,"[549, 3026, 3099]"
103.825864,1.285875,T Shape,3,"[549, 3024, 3025]"
103.825427,1.285021,Crossing,4,"[551, 2443, 2461, 4600]"
103.825433,1.285279,T Shape,3,"[551, 2433, 3021]"
103.82649,1.285291,T Shape,3,"[552, 3022, 3023]"
103.825454,1.285422,X Shape,4,"[553, 2432, 3020, 3021]"
103.825551,1.285804,T Shape,3,"[554, 2434, 3024]"
103.830852,1.294388,T Shape,3,"[555, 4518, 4819]"
103.823655,1.293519,T Shape,3,"[556, 3013, 3014]"
103.82588,1.292528,T Shape,3,"[557, 1113, 6068]"
103.822153,1.28923,Other,3,"[562, 3742, 3990]"
103.822312,1.289219,T Shape,3,"[562, 3738, 3991]"
103.820925,1.290797,T Shape,3,"[563, 1146, 4004]"
103.820771,1.29081,T Shape,3,"[563, 566, 568]"
103.821985,1.288939,T Shape,3,"[564, 3712, 3743]"
103.822089,1.289199,T Shape,3,"[564, 3711, 3742]"
103.820792,1.290975,T Shape,3,"[566, 2692, 4497]"
103.821637,1.288813,T Shape,3,"[567, 3713, 3748]"
103.821352,1.288836,T Shape,3,"[567, 3714, 3747]"
103.820259,1.291025,T Shape,3,"[568, 2692, 2705]"
103.828323,1.28724,T Shape,3,"[569, 2497, 4589]"
103.829231,1.288096,T Shape,3,"[571, 575, 3977]"
103.826626,1.288368,T Shape,3,"[572, 594, 3098]"
103.82649,1.288433,Other,3,"[572, 595, 595]"
103.83452,1.28794,X Shape,4,"[573, 584, 592, 3097]"
103.829532,1.28794,T Shape,3,"[574, 3980, 4802]"
103.829531,1.288096,T Shape,3,"[575, 1865, 4802]"
103.829492,1.288317,T Shape,3,"[576, 1863, 3521]"
103.829486,1.288237,T Shape,3,"[576, 1865, 1866]"
103.8278,1.288481,T Shape,3,"[577, 589, 3053]"
103.832679,1.288748,T Shape,3,"[578, 849, 2795]"
103.829392,1.287324,X Shape,4,"[579, 3062, 3972, 4219]"
103.828155,1.289274,X Shape,4,"[580, 2339, 3327, 3330]"
103.834701,1.28802,T Shape,3,"[581, 1153, 4751]"
103.834316,1.288348,T Shape,3,"[581, 3999, 4000]"
103.827573,1.288279,T Shape,3,"[582, 1943, 3969]"
103.834546,1.287339,T Shape,3,"[583, 584, 2792]"
103.833139,1.287248,T Shape,3,"[585, 2648, 3839]"
103.833095,1.287093,T Shape,3,"[585, 3094, 4216]"
103.829815,1.2867,T Shape,3,"[586, 4841, 5504]"
103.834059,1.28839,T Shape,3,"[587, 3968, 6117]"
103.834417,1.287341,X Shape,4,"[588, 1152, 2792, 4001]"
103.834383,1.287881,Crossing,4,"[588, 592, 3998, 4002]"
103.827722,1.288514,T Shape,3,"[589, 3059, 4834]"
103.82969,1.288739,Crossing,4,"[593, 4504, 4508, 4840]"
103.826532,1.288043,T Shape,3,"[594, 3103, 4824]"
103.832269,1.290607,T Shape,3,"[596, 1158, 5475]"
103.832497,1.290884,Other,3,"[597, 1160, 1162]"
103.828294,1.291958,T Shape,3,"[598, 2899, 2900]"
103.828306,1.2923,T Shape,3,"[599, 2899, 3032]"
103.828821,1.292298,T Shape,3,"[599, 1166, 3033]"
103.827994,1.291416,T Shape,3,"[600, 602, 3031]"
103.827766,1.291422,Crossing,4,"[601, 3031, 3546, 4397]"
103.827067,1.291394,T Shape,3,"[604, 3027, 3028]"
103.826792,1.291396,T Shape,3,"[604, 995, 3028]"
103.845565,1.287114,T Shape,3,"[607, 788, 5591]"
103.846324,1.296611,Crossing,4,"[608, 712, 2960, 3044]"
103.84802,1.294915,T Shape,3,"[611, 1007, 1885]"
103.847753,1.295782,Other,3,"[620, 1010, 3049]"
103.846194,1.296386,T Shape,3,"[621, 3044, 4916]"
103.846161,1.296217,T Shape,3,"[621, 958, 4916]"
103.844716,1.304426,T Shape,3,"[622, 2266, 3045]"
103.843797,1.304972,Other,3,"[622, 1226, 3036]"
103.83008,1.304717,Crossing,4,"[624, 1867, 4111, 4112]"
103.82985,1.304521,Crossing,4,"[624, 5396, 5397, 5398]"
103.84249,1.285241,T Shape,3,"[626, 2892, 4345]"
103.849721,1.297793,T Shape,3,"[629, 1433, 3277]"
103.825224,1.286317,Crossing,4,"[631, 756, 3805, 3806]"
103.833682,1.286991,T Shape,3,"[633, 2647, 3251]"
103.842969,1.300122,X Shape,4,"[638, 1303, 1316, 2477]"
103.843909,1.293528,T Shape,3,"[639, 1198, 2392]"
103.844022,1.294791,T Shape,3,"[639, 2016, 3263]"
103.826228,1.290214,T Shape,3,"[642, 853, 885]"
103.843134,1.299977,T Shape,3,"[643, 761, 1318]"
103.834868,1.285432,T Shape,3,"[644, 2145, 4662]"
103.834871,1.285411,T Shape,3,"[644, 2149, 4938]"
103.843644,1.298851,T Shape,3,"[645, 4743, 4912]"
103.840972,1.299886,T Shape,3,"[647, 1813, 3278]"
103.843745,1.292936,X Shape,4,"[648, 652, 1591, 1617]"
103.822425,1.304662,T Shape,3,"[649, 1195, 2029]"
103.822631,1.288214,Crossing,4,"[650, 1923, 2411, 4470]"
103.841602,1.288439,T Shape,3,"[653, 1230, 1656]"
103.822686,1.288735,T Shape,3,"[654, 2698, 2700]"
103.8228,1.289168,T Shape,3,"[654, 2828, 3739]"
103.825407,1.28771,T Shape,3,"[655, 2262, 2508]"
103.848433,1.29018,T Shape,3,"[656, 1199, 2018]"
103.845928,1.287396,X Shape,4,"[659, 668, 1939, 3166]"
103.846524,1.288082,T Shape,3,"[660, 2283, 3141]"
103.846742,1.28834,T Shape,3,"[660, 2284, 3140]"
103.843857,1.287359,T Shape,3,"[661, 669, 4569]"
103.844298,1.287114,T Shape,3,"[661, 706, 1463]"
103.844995,1.288228,T Shape,3,"[663, 1930, 4757]"
103.846081,1.28729,X Shape,4,"[664, 665, 668, 4845]"
103.84652,1.287164,T Shape,3,"[666, 893, 4699]"
103.843244,1.287638,T Shape,3,"[669, 1658, 3211]"
103.842594,1.287394,T Shape,3,"[670, 4771, 5695]"
103.830615,1.299651,T Shape,3,"[672, 2975, 3879]"
103.84058,1.30246,X Shape,4,"[675, 1432, 4768, 5670]"
103.840729,1.302873,Other,3,"[675, 2330, 4264]"
103.848923,1.293753,Other,3,"[679, 4306, 4310]"
103.848808,1.293828,T Shape,3,"[679, 1834, 4309]"
103.849266,1.294015,T Shape,3,"[680, 3500, 4616]"
103.848922,1.294044,T Shape,3,"[682, 4307, 4309]"
103.849043,1.293975,Other,3,"[682, 808, 4306]"
103.848266,1.293777,Crossing,4,"[683, 684, 4312, 4667]"
103.848397,1.293786,T Shape,3,"[684, 3046, 4666]"
103.823681,1.293568,Crossing,4,"[687, 2959, 3014, 5457]"
103.823822,1.29383,T Shape,3,"[687, 2959, 3534]"
103.822322,1.294659,Crossing,4,"[688, 2956, 3845, 5489]"
103.827178,1.285942,X Shape,4,"[690, 1984, 1986, 2729]"
103.841018,1.295241,T Shape,3,"[692, 693, 1189]"
103.83935,1.294952,Other,3,"[694, 3526, 5281]"
103.839776,1.29487,T Shape,3,"[694, 5798, 5800]"
103.823941,1.302723,T Shape,3,"[695, 1725, 1726]"
103.829533,1.296405,T Shape,3,"[696, 2932, 4099]"
103.829588,1.29599,T Shape,3,"[696, 4210, 4213]"
103.830053,1.300996,T Shape,3,"[697, 4089, 5368]"
103.830203,1.300514,T Shape,3,"[698, 2974, 4183]"
103.82445,1.302794,T Shape,3,"[699, 1725, 3870]"
103.830104,1.300661,T Shape,3,"[700, 2974, 5868]"
103.829936,1.300881,T Shape,3,"[700, 2976, 4089]"
103.827845,1.297204,X Shape,4,"[701, 1102, 2973, 4090]"
103.842482,1.301458,T Shape,3,"[702, 765, 2554]"
103.834809,1.288742,T Shape,3,"[703, 3123, 4640]"
103.840713,1.302911,Crossing,4,"[705, 2329, 2330, 3006]"
103.831428,1.303472,T Shape,3,"[707, 2395, 4390]"
103.830512,1.299483,T Shape,3,"[708, 1693, 2605]"
103.8303,1.298756,T Shape,3,"[708, 1694, 2727]"
103.841635,1.287927,T Shape,3,"[709, 1663, 1669]"
103.840994,1.28778,T Shape,3,"[709, 2038, 5614]"
103.82953,1.299126,T Shape,3,"[710, 1697, 2594]"
103.845876,1.296522,T Shape,3,"[711, 4367, 4368]"
103.846334,1.296922,Crossing,4,"[712, 713, 957, 961]"
103.845277,1.298136,T Shape,3,"[717, 5303, 5581]"
103.845988,1.296357,T Shape,3,"[718, 2960, 4368]"
103.845711,1.295744,T Shape,3,"[718, 2209, 2210]"
103.844335,1.286327,T Shape,3,"[725, 4138, 4139]"
103.842345,1.287408,T Shape,3,"[726, 3282, 6300]"
103.849652,1.294928,T Shape,3,"[729, 730, 6332]"
103.849716,1.29255,X Shape,4,"[732, 5063, 5135, 5137]"
103.849619,1.292316,Crossing,4,"[733, 5064, 5134, 5135]"
103.846282,1.285372,T Shape,3,"[735, 3445, 3447]"
103.835751,1.296919,T Shape,3,"[740, 2819, 4097]"
103.84221,1.297669,T Shape,3,"[741, 1083, 4721]"
103.842636,1.297797,T Shape,3,"[744, 1082, 4366]"
103.847333,1.290522,T Shape,3,"[748, 1931, 3167]"
103.821704,1.304905,T Shape,3,"[750, 751, 3043]"
103.821605,1.304034,T Shape,3,"[752, 3042, 3043]"
103.825382,1.286343,X Shape,4,"[755, 757, 884, 3804]"
103.840698,1.303186,T Shape,3,"[760, 2527, 3900]"
103.827333,1.287274,T Shape,3,"[763, 5506, 5951]"
103.824701,1.290595,T Shape,3,"[771, 2586, 2587]"
103.82841,1.29062,T Shape,3,"[773, 2361, 4291]"
103.840172,1.288972,X Shape,4,"[775, 937, 3281, 5046]"
103.844546,1.29992,T Shape,3,"[777, 1418, 1419]"
103.849667,1.304898,T Shape,3,"[778, 2280, 3474]"
103.847879,1.298791,T Shape,3,"[779, 780, 1262]"
103.84763,1.298804,Other,3,"[779, 1351, 1367]"
103.826879,1.297823,T Shape,3,"[781, 782, 3114]"
103.827561,1.298685,T Shape,3,"[783, 1103, 3113]"
103.828612,1.299047,T Shape,3,"[784, 1545, 3235]"
103.838435,1.300558,T Shape,3,"[785, 787, 1827]"
103.838528,1.300333,X Shape,4,"[786, 1824, 1825, 5127]"
103.845172,1.286649,T Shape,3,"[792, 5596, 5995]"
103.825277,1.301012,X Shape,4,"[793, 2596, 2955, 3000]"
103.825609,1.30193,T Shape,3,"[793, 794, 1842]"
103.840008,1.288669,T Shape,3,"[796, 907, 908]"
103.83958,1.287699,Crossing,4,"[797, 935, 2534, 4643]"
103.83956,1.290681,Other,3,"[798, 1181, 4023]"
