id,station,latitude,longitude,rainfall,collected_at
731,Margaret Drive,1.29984,103.80264,0.0,2025-03-30 14:50:00
732,Marine Parade Road,1.30648,103.9104,0.0,2025-03-30 14:50:00
733,Nicoll Highway,1.30105,103.8666,0.0,2025-03-30 14:50:00
734,Old Choa Chu Kang Road,1.37288,103.72244,0.0,2025-03-30 14:50:00
735,Pasir Panjang,1.29164,103.7702,0.0,2025-03-30 14:50:00
736,Pasir Ris Drive 12,1.387,103.935,0.0,2025-03-30 14:50:00
737,Pasir Ris Street 51,1.3662,103.9528,0.2,2025-03-30 14:50:00
738,Poole Road,1.30703,103.89067,0.0,2025-03-30 14:50:00
739,Pulau Ubin,1.4168,103.9673,0.0,2025-03-30 14:50:00
740,Punggol Central,1.4029,103.9092,0.0,2025-03-30 14:50:00
741,Scotts Road,1.31055,103.8365,0.0,2025-03-30 14:50:00
742,Seletar Aerospace View,1.41284,103.86922,0.8,2025-03-30 14:50:00
743,Sentosa,1.25,103.8279,0.0,2025-03-30 14:50:00
744,Simei Avenue,1.3437,103.9444,0.0,2025-03-30 14:50:00
745,Somerset Road,1.3004,103.8372,0.0,2025-03-30 14:50:00
746,South Buona Vista Road,1.2841,103.7886,0.0,2025-03-30 14:50:00
747,Tanjong Rhu,1.29911,103.88289,0.0,2025-03-30 14:50:00
748,Toa Payoh North,1.3427,103.8482,0.0,2025-03-30 14:50:00
749,Towner Road,1.3214,103.8577,0.0,2025-03-30 14:50:00
750,Tuas South Avenue 3,1.29377,103.61843,0.0,2025-03-30 14:50:00
751,Upper Changi Road North,1.3678,103.9826,0.4,2025-03-30 14:50:00
752,Upper Peirce Reservoir Park,1.37,103.805,0.0,2025-03-30 14:50:00
753,Upper Thomson Road,1.3701,103.8271,0.0,2025-03-30 14:50:00
754,West Coast Highway,1.281,103.754,0.0,2025-03-30 14:50:00
755,West Coast Road,1.30167,103.76444,0.0,2025-03-30 14:50:00
756,Woodlands Avenue 9,1.44387,103.78538,2.0,2025-03-30 14:50:00
757,Woodlands Centre,1.44003,103.76904,7.236,2025-03-30 14:50:00
758,Woodlands Drive 62,1.43944,103.80389,0.0,2025-03-30 14:50:00
759,Yio Chu Kang Road,1.37999,103.87643,0.201,2025-03-30 14:50:00
760,Yishun Ring Road,1.42111,103.84472,0.0,2025-03-30 14:50:00
761,Airport Boulevard,1.34392,103.98409,0.0,2025-03-30 15:50:00
762,Alexandra Road,1.2937,103.8125,0.0,2025-03-30 15:50:00
763,Ang Mo Kio Avenue 10,1.36019,103.85335,0.0,2025-03-30 15:50:00
764,Ang Mo Kio Avenue 5,1.3764,103.8492,0.0,2025-03-30 15:50:00
765,Banyan Road,1.256,103.679,0.0,2025-03-30 15:50:00
766,Bishan Street 13,1.35041,103.85526,0.0,2025-03-30 15:50:00
767,Bukit Batok Street 34,1.36491,103.75065,0.0,2025-03-30 15:50:00
768,Bukit Panjang Road,1.3824,103.7603,0.0,2025-03-30 15:50:00
769,Bukit Timah Road,1.3191,103.8191,0.0,2025-03-30 15:50:00
770,Changi East Close,1.3136,104.00317,0.0,2025-03-30 15:50:00
771,Clementi Park,1.32311,103.76714,0.0,2025-03-30 15:50:00
772,Clementi Road,1.3337,103.7768,0.0,2025-03-30 15:50:00
773,Compassvale Lane,1.38666,103.89797,0.0,2025-03-30 15:50:00
774,Coronation Walk,1.32427,103.8097,0.0,2025-03-30 15:50:00
775,East Coast Parkway,1.3135,103.9625,0.0,2025-03-30 15:50:00
776,Geylang East Central,1.32785,103.88899,0.0,2025-03-30 15:50:00
777,Henderson Road,1.28987,103.82364,0.0,2025-03-30 15:50:00
778,Hougang Avenue 1,1.35691,103.89088,0.0,2025-03-30 15:50:00
779,Jurong Pier Road,1.3081,103.71,0.0,2025-03-30 15:50:00
780,Jurong West Street 42,1.35167,103.72195,0.0,2025-03-30 15:50:00
781,Jurong West Street 73,1.34703,103.70073,0.0,2025-03-30 15:50:00
782,Kent Ridge Road,1.2923,103.7815,0.0,2025-03-30 15:50:00
783,Kim Chuan Road,1.3399,103.8878,0.0,2025-03-30 15:50:00
784,Kranji Road,1.42918,103.75711,0.0,2025-03-30 15:50:00
785,Kranji Way,1.4387,103.7363,0.0,2025-03-30 15:50:00
786,Lim Chu Kang Road,1.43854,103.70131,0.0,2025-03-30 15:50:00
787,Lornie Road,1.3415,103.8334,0.0,2025-03-30 15:50:00
788,Malan Road,1.27472,103.80389,0.0,2025-03-30 15:50:00
789,Mandai Lake Road,1.4044,103.78962,0.0,2025-03-30 15:50:00
790,Margaret Drive,1.29984,103.80264,0.0,2025-03-30 15:50:00
791,Marine Parade Road,1.30648,103.9104,0.0,2025-03-30 15:50:00
792,Nicoll Highway,1.30105,103.8666,0.0,2025-03-30 15:50:00
793,Old Choa Chu Kang Road,1.37288,103.72244,0.0,2025-03-30 15:50:00
794,Pasir Panjang,1.29164,103.7702,0.0,2025-03-30 15:50:00
795,Pasir Ris Drive 12,1.387,103.935,0.0,2025-03-30 15:50:00
796,Pasir Ris Street 51,1.3662,103.9528,0.0,2025-03-30 15:50:00
797,Poole Road,1.30703,103.89067,0.0,2025-03-30 15:50:00
798,Pulau Ubin,1.4168,103.9673,0.0,2025-03-30 15:50:00
799,Punggol Central,1.4029,103.9092,0.0,2025-03-30 15:50:00
800,Scotts Road,1.31055,103.8365,0.0,2025-03-30 15:50:00
801,Seletar Aerospace View,1.41284,103.86922,0.0,2025-03-30 15:50:00
802,Sentosa,1.25,103.8279,0.0,2025-03-30 15:50:00
803,Simei Avenue,1.3437,103.9444,0.0,2025-03-30 15:50:00
804,Somerset Road,1.3004,103.8372,0.0,2025-03-30 15:50:00
805,South Buona Vista Road,1.2841,103.7886,0.0,2025-03-30 15:50:00
806,Tanjong Rhu,1.29911,103.88289,0.0,2025-03-30 15:50:00
807,Toa Payoh North,1.3427,103.8482,0.0,2025-03-30 15:50:00
808,Towner Road,1.3214,103.8577,0.0,2025-03-30 15:50:00
809,Tuas South Avenue 3,1.29377,103.61843,0.0,2025-03-30 15:50:00
810,Upper Changi Road North,1.3678,103.9826,0.0,2025-03-30 15:50:00
811,Upper Peirce Reservoir Park,1.37,103.805,0.0,2025-03-30 15:50:00
812,Upper Thomson Road,1.3701,103.8271,0.0,2025-03-30 15:50:00
813,West Coast Highway,1.281,103.754,0.0,2025-03-30 15:50:00
814,West Coast Road,1.30167,103.76444,0.0,2025-03-30 15:50:00
815,Woodlands Avenue 9,1.44387,103.78538,0.2,2025-03-30 15:50:00
816,Woodlands Centre,1.44003,103.76904,0.201,2025-03-30 15:50:00
817,Woodlands Drive 62,1.43944,103.80389,0.0,2025-03-30 15:50:00
818,Yio Chu Kang Road,1.37999,103.87643,0.0,2025-03-30 15:50:00
819,Yishun Ring Road,1.42111,103.84472,5.252,2025-03-30 15:50:00
820,Airport Boulevard,1.34392,103.98409,0.0,2025-03-30 16:50:00
821,Alexandra Road,1.2937,103.8125,0.0,2025-03-30 16:50:00
822,Ang Mo Kio Avenue 10,1.36019,103.85335,0.0,2025-03-30 16:50:00
823,Ang Mo Kio Avenue 5,1.3764,103.8492,0.0,2025-03-30 16:50:00
824,Banyan Road,1.256,103.679,0.0,2025-03-30 16:50:00
825,Bishan Street 13,1.35041,103.85526,0.0,2025-03-30 16:50:00
826,Bukit Batok Street 34,1.36491,103.75065,0.0,2025-03-30 16:50:00
827,Bukit Panjang Road,1.3824,103.7603,0.2,2025-03-30 16:50:00
828,Bukit Timah Road,1.3191,103.8191,0.0,2025-03-30 16:50:00
829,Changi East Close,1.3136,104.00317,0.0,2025-03-30 16:50:00
830,Clementi Park,1.32311,103.76714,0.0,2025-03-30 16:50:00
831,Clementi Road,1.3337,103.7768,0.0,2025-03-30 16:50:00
832,Compassvale Lane,1.38666,103.89797,0.0,2025-03-30 16:50:00
833,Coronation Walk,1.32427,103.8097,0.0,2025-03-30 16:50:00
834,East Coast Parkway,1.3135,103.9625,0.0,2025-03-30 16:50:00
835,Geylang East Central,1.32785,103.88899,0.0,2025-03-30 16:50:00
836,Henderson Road,1.28987,103.82364,0.0,2025-03-30 16:50:00
837,Hougang Avenue 1,1.35691,103.89088,0.198,2025-03-30 16:50:00
838,Jurong Pier Road,1.3081,103.71,0.4,2025-03-30 16:50:00
839,Jurong West Street 42,1.35167,103.72195,0.0,2025-03-30 16:50:00
840,Jurong West Street 73,1.34703,103.70073,0.0,2025-03-30 16:50:00
841,Kent Ridge Road,1.2923,103.7815,0.0,2025-03-30 16:50:00
842,Kim Chuan Road,1.3399,103.8878,0.2,2025-03-30 16:50:00
843,Kranji Road,1.42918,103.75711,0.203,2025-03-30 16:50:00
844,Kranji Way,1.4387,103.7363,0.0,2025-03-30 16:50:00
845,Lim Chu Kang Road,1.43854,103.70131,0.0,2025-03-30 16:50:00
846,Lornie Road,1.3415,103.8334,0.0,2025-03-30 16:50:00
847,Malan Road,1.27472,103.80389,0.0,2025-03-30 16:50:00
848,Mandai Lake Road,1.4044,103.78962,0.2,2025-03-30 16:50:00
849,Margaret Drive,1.29984,103.80264,0.0,2025-03-30 16:50:00
850,Marine Parade Road,1.30648,103.9104,0.0,2025-03-30 16:50:00
851,Nicoll Highway,1.30105,103.8666,0.0,2025-03-30 16:50:00
852,Old Choa Chu Kang Road,1.37288,103.72244,0.2,2025-03-30 16:50:00
853,Pasir Panjang,1.29164,103.7702,0.0,2025-03-30 16:50:00
854,Pasir Ris Drive 12,1.387,103.935,0.0,2025-03-30 16:50:00
855,Pasir Ris Street 51,1.3662,103.9528,0.0,2025-03-30 16:50:00
856,Poole Road,1.30703,103.89067,0.0,2025-03-30 16:50:00
857,Pulau Ubin,1.4168,103.9673,0.0,2025-03-30 16:50:00
858,Punggol Central,1.4029,103.9092,0.0,2025-03-30 16:50:00
859,Scotts Road,1.31055,103.8365,0.0,2025-03-30 16:50:00
860,Seletar Aerospace View,1.41284,103.86922,0.0,2025-03-30 16:50:00
861,Sentosa,1.25,103.8279,0.0,2025-03-30 16:50:00
862,Simei Avenue,1.3437,103.9444,0.0,2025-03-30 16:50:00
863,Somerset Road,1.3004,103.8372,0.0,2025-03-30 16:50:00
864,South Buona Vista Road,1.2841,103.7886,0.0,2025-03-30 16:50:00
865,Tanjong Rhu,1.29911,103.88289,0.0,2025-03-30 16:50:00
866,Toa Payoh North,1.3427,103.8482,0.0,2025-03-30 16:50:00
867,Towner Road,1.3214,103.8577,0.0,2025-03-30 16:50:00
868,Tuas South Avenue 3,1.29377,103.61843,0.0,2025-03-30 16:50:00
869,Upper Changi Road North,1.3678,103.9826,0.0,2025-03-30 16:50:00
870,Upper Peirce Reservoir Park,1.37,103.805,0.0,2025-03-30 16:50:00
871,Upper Thomson Road,1.3701,103.8271,0.0,2025-03-30 16:50:00
872,West Coast Highway,1.281,103.754,0.0,2025-03-30 16:50:00
873,West Coast Road,1.30167,103.76444,0.0,2025-03-30 16:50:00
874,Woodlands Avenue 9,1.44387,103.78538,0.2,2025-03-30 16:50:00
875,Woodlands Centre,1.44003,103.76904,0.0,2025-03-30 16:50:00
876,Woodlands Drive 62,1.43944,103.80389,0.0,2025-03-30 16:50:00
877,Yio Chu Kang Road,1.37999,103.87643,0.0,2025-03-30 16:50:00
878,Yishun Ring Road,1.42111,103.84472,0.0,2025-03-30 16:50:00
879,Airport Boulevard,1.34392,103.98409,0.0,2025-03-30 17:50:00
880,Alexandra Road,1.2937,103.8125,0.0,2025-03-30 17:50:00
881,Ang Mo Kio Avenue 10,1.36019,103.85335,0.0,2025-03-30 17:50:00
882,Ang Mo Kio Avenue 5,1.3764,103.8492,0.0,2025-03-30 17:50:00
883,Banyan Road,1.256,103.679,0.0,2025-03-30 17:50:00
884,Bishan Street 13,1.35041,103.85526,0.0,2025-03-30 17:50:00
885,Bukit Batok Street 34,1.36491,103.75065,0.0,2025-03-30 17:50:00
886,Bukit Panjang Road,1.3824,103.7603,0.0,2025-03-30 17:50:00
887,Bukit Timah Road,1.3191,103.8191,0.0,2025-03-30 17:50:00
888,Changi East Close,1.3136,104.00317,0.0,2025-03-30 17:50:00
889,Clementi Park,1.32311,103.76714,0.0,2025-03-30 17:50:00
890,Clementi Road,1.3337,103.7768,0.0,2025-03-30 17:50:00
891,Compassvale Lane,1.38666,103.89797,0.0,2025-03-30 17:50:00
892,Coronation Walk,1.32427,103.8097,0.0,2025-03-30 17:50:00
893,East Coast Parkway,1.3135,103.9625,0.0,2025-03-30 17:50:00
894,Geylang East Central,1.32785,103.88899,0.0,2025-03-30 17:50:00
895,Henderson Road,1.28987,103.82364,0.0,2025-03-30 17:50:00
896,Hougang Avenue 1,1.35691,103.89088,0.0,2025-03-30 17:50:00
897,Jurong Pier Road,1.3081,103.71,0.0,2025-03-30 17:50:00
898,Jurong West Street 42,1.35167,103.72195,0.0,2025-03-30 17:50:00
899,Jurong West Street 73,1.34703,103.70073,0.0,2025-03-30 17:50:00
900,Kent Ridge Road,1.2923,103.7815,0.0,2025-03-30 17:50:00
901,Kim Chuan Road,1.3399,103.8878,0.0,2025-03-30 17:50:00
902,Kranji Road,1.42918,103.75711,0.0,2025-03-30 17:50:00
903,Kranji Way,1.4387,103.7363,0.0,2025-03-30 17:50:00
904,Lim Chu Kang Road,1.43854,103.70131,0.0,2025-03-30 17:50:00
905,Lornie Road,1.3415,103.8334,0.0,2025-03-30 17:50:00
906,Malan Road,1.27472,103.80389,0.0,2025-03-30 17:50:00
907,Mandai Lake Road,1.4044,103.78962,0.0,2025-03-30 17:50:00
908,Margaret Drive,1.29984,103.80264,0.0,2025-03-30 17:50:00
909,Marine Parade Road,1.30648,103.9104,0.0,2025-03-30 17:50:00
910,Nicoll Highway,1.30105,103.8666,0.0,2025-03-30 17:50:00
911,Old Choa Chu Kang Road,1.37288,103.72244,0.0,2025-03-30 17:50:00
912,Pasir Panjang,1.29164,103.7702,0.0,2025-03-30 17:50:00
913,Pasir Ris Drive 12,1.387,103.935,0.0,2025-03-30 17:50:00
914,Pasir Ris Street 51,1.3662,103.9528,0.0,2025-03-30 17:50:00
915,Poole Road,1.30703,103.89067,0.0,2025-03-30 17:50:00
916,Pulau Ubin,1.4168,103.9673,0.0,2025-03-30 17:50:00
917,Punggol Central,1.4029,103.9092,0.0,2025-03-30 17:50:00
918,Scotts Road,1.31055,103.8365,0.0,2025-03-30 17:50:00
919,Seletar Aerospace View,1.41284,103.86922,0.0,2025-03-30 17:50:00
920,Sentosa,1.25,103.8279,0.0,2025-03-30 17:50:00
921,Simei Avenue,1.3437,103.9444,0.0,2025-03-30 17:50:00
922,Somerset Road,1.3004,103.8372,0.0,2025-03-30 17:50:00
923,South Buona Vista Road,1.2841,103.7886,0.0,2025-03-30 17:50:00
924,Tanjong Rhu,1.29911,103.88289,0.0,2025-03-30 17:50:00
925,Toa Payoh North,1.3427,103.8482,0.0,2025-03-30 17:50:00
926,Towner Road,1.3214,103.8577,0.0,2025-03-30 17:50:00
927,Tuas South Avenue 3,1.29377,103.61843,0.0,2025-03-30 17:50:00
928,Upper Changi Road North,1.3678,103.9826,0.0,2025-03-30 17:50:00
929,Upper Peirce Reservoir Park,1.37,103.805,0.0,2025-03-30 17:50:00
930,Upper Thomson Road,1.3701,103.8271,0.0,2025-03-30 17:50:00
931,West Coast Highway,1.281,103.754,0.0,2025-03-30 17:50:00
932,West Coast Road,1.30167,103.76444,0.0,2025-03-30 17:50:00
933,Woodlands Avenue 9,1.44387,103.78538,0.0,2025-03-30 17:50:00
934,Woodlands Centre,1.44003,103.76904,0.0,2025-03-30 17:50:00
935,Woodlands Drive 62,1.43944,103.80389,0.0,2025-03-30 17:50:00
936,Yio Chu Kang Road,1.37999,103.87643,0.0,2025-03-30 17:50:00
937,Yishun Ring Road,1.42111,103.84472,0.0,2025-03-30 17:50:00
938,Airport Boulevard,1.34392,103.98409,0.0,2025-03-30 18:50:00
939,Alexandra Road,1.2937,103.8125,0.0,2025-03-30 18:50:00
940,Ang Mo Kio Avenue 10,1.36019,103.85335,0.0,2025-03-30 18:50:00
941,Ang Mo Kio Avenue 5,1.3764,103.8492,0.0,2025-03-30 18:50:00
942,Banyan Road,1.256,103.679,0.0,2025-03-30 18:50:00
943,Bishan Street 13,1.35041,103.85526,0.0,2025-03-30 18:50:00
944,Bukit Batok Street 34,1.36491,103.75065,0.0,2025-03-30 18:50:00
945,Bukit Panjang Road,1.3824,103.7603,0.0,2025-03-30 18:50:00
946,Bukit Timah Road,1.3191,103.8191,0.0,2025-03-30 18:50:00
947,Changi East Close,1.3136,104.00317,0.0,2025-03-30 18:50:00
948,Clementi Park,1.32311,103.76714,0.0,2025-03-30 18:50:00
949,Clementi Road,1.3337,103.7768,0.0,2025-03-30 18:50:00
950,Compassvale Lane,1.38666,103.89797,0.0,2025-03-30 18:50:00
951,Coronation Walk,1.32427,103.8097,0.0,2025-03-30 18:50:00
952,East Coast Parkway,1.3135,103.9625,0.0,2025-03-30 18:50:00
953,Geylang East Central,1.32785,103.88899,0.0,2025-03-30 18:50:00
954,Henderson Road,1.28987,103.82364,0.0,2025-03-30 18:50:00
955,Hougang Avenue 1,1.35691,103.89088,0.0,2025-03-30 18:50:00
956,Jurong Pier Road,1.3081,103.71,0.0,2025-03-30 18:50:00
957,Jurong West Street 42,1.35167,103.72195,0.0,2025-03-30 18:50:00
958,Jurong West Street 73,1.34703,103.70073,0.0,2025-03-30 18:50:00
959,Kent Ridge Road,1.2923,103.7815,0.0,2025-03-30 18:50:00
960,Kim Chuan Road,1.3399,103.8878,0.0,2025-03-30 18:50:00
961,Kranji Road,1.42918,103.75711,0.0,2025-03-30 18:50:00
962,Kranji Way,1.4387,103.7363,0.0,2025-03-30 18:50:00
963,Lim Chu Kang Road,1.43854,103.70131,0.0,2025-03-30 18:50:00
964,Lornie Road,1.3415,103.8334,0.0,2025-03-30 18:50:00
965,Malan Road,1.27472,103.80389,0.0,2025-03-30 18:50:00
966,Mandai Lake Road,1.4044,103.78962,0.0,2025-03-30 18:50:00
967,Margaret Drive,1.29984,103.80264,0.0,2025-03-30 18:50:00
968,Marine Parade Road,1.30648,103.9104,0.0,2025-03-30 18:50:00
969,Nicoll Highway,1.30105,103.8666,0.0,2025-03-30 18:50:00
970,Old Choa Chu Kang Road,1.37288,103.72244,0.0,2025-03-30 18:50:00
971,Pasir Panjang,1.29164,103.7702,0.0,2025-03-30 18:50:00
972,Pasir Ris Drive 12,1.387,103.935,0.0,2025-03-30 18:50:00
973,Pasir Ris Street 51,1.3662,103.9528,0.0,2025-03-30 18:50:00
974,Poole Road,1.30703,103.89067,0.0,2025-03-30 18:50:00
975,Pulau Ubin,1.4168,103.9673,0.0,2025-03-30 18:50:00
976,Punggol Central,1.4029,103.9092,0.0,2025-03-30 18:50:00
977,Scotts Road,1.31055,103.8365,0.0,2025-03-30 18:50:00
978,Seletar Aerospace View,1.41284,103.86922,0.0,2025-03-30 18:50:00
979,Sentosa,1.25,103.8279,0.0,2025-03-30 18:50:00
980,Simei Avenue,1.3437,103.9444,0.0,2025-03-30 18:50:00
981,Somerset Road,1.3004,103.8372,0.0,2025-03-30 18:50:00
982,South Buona Vista Road,1.2841,103.7886,0.0,2025-03-30 18:50:00
983,Tanjong Rhu,1.29911,103.88289,0.0,2025-03-30 18:50:00
984,Toa Payoh North,1.3427,103.8482,0.0,2025-03-30 18:50:00
985,Towner Road,1.3214,103.8577,0.0,2025-03-30 18:50:00
986,Tuas South Avenue 3,1.29377,103.61843,0.0,2025-03-30 18:50:00
987,Upper Changi Road North,1.3678,103.9826,0.0,2025-03-30 18:50:00
988,Upper Peirce Reservoir Park,1.37,103.805,0.0,2025-03-30 18:50:00
989,Upper Thomson Road,1.3701,103.8271,0.0,2025-03-30 18:50:00
990,West Coast Highway,1.281,103.754,0.0,2025-03-30 18:50:00
991,West Coast Road,1.30167,103.76444,0.0,2025-03-30 18:50:00
992,Woodlands Avenue 9,1.44387,103.78538,0.0,2025-03-30 18:50:00
993,Woodlands Centre,1.44003,103.76904,0.0,2025-03-30 18:50:00
994,Woodlands Drive 62,1.43944,103.80389,0.0,2025-03-30 18:50:00
995,Yio Chu Kang Road,1.37999,103.87643,0.0,2025-03-30 18:50:00
996,Yishun Ring Road,1.42111,103.84472,0.0,2025-03-30 18:50:00
997,Airport Boulevard,1.34392,103.98409,0.0,2025-03-30 19:50:00
998,Alexandra Road,1.2937,103.8125,0.0,2025-03-30 19:50:00
999,Ang Mo Kio Avenue 10,1.36019,103.85335,0.0,2025-03-30 19:50:00
1000,Ang Mo Kio Avenue 5,1.3764,103.8492,0.0,2025-03-30 19:50:00
1001,Banyan Road,1.256,103.679,0.0,2025-03-30 19:50:00
1002,Bishan Street 13,1.35041,103.85526,0.0,2025-03-30 19:50:00
1003,Bukit Batok Street 34,1.36491,103.75065,0.0,2025-03-30 19:50:00
1004,Bukit Panjang Road,1.3824,103.7603,0.0,2025-03-30 19:50:00
1005,Bukit Timah Road,1.3191,103.8191,0.0,2025-03-30 19:50:00
1006,Changi East Close,1.3136,104.00317,0.0,2025-03-30 19:50:00
1007,Clementi Park,1.32311,103.76714,0.0,2025-03-30 19:50:00
1008,Clementi Road,1.3337,103.7768,0.0,2025-03-30 19:50:00
1009,Compassvale Lane,1.38666,103.89797,0.0,2025-03-30 19:50:00
1010,Coronation Walk,1.32427,103.8097,0.0,2025-03-30 19:50:00
1011,East Coast Parkway,1.3135,103.9625,0.0,2025-03-30 19:50:00
1012,Geylang East Central,1.32785,103.88899,0.0,2025-03-30 19:50:00
1013,Henderson Road,1.28987,103.82364,0.0,2025-03-30 19:50:00
1014,Hougang Avenue 1,1.35691,103.89088,0.0,2025-03-30 19:50:00
1015,Jurong Pier Road,1.3081,103.71,0.0,2025-03-30 19:50:00
1016,Jurong West Street 42,1.35167,103.72195,0.0,2025-03-30 19:50:00
1017,Jurong West Street 73,1.34703,103.70073,0.0,2025-03-30 19:50:00
1018,Kent Ridge Road,1.2923,103.7815,0.0,2025-03-30 19:50:00
1019,Kim Chuan Road,1.3399,103.8878,0.0,2025-03-30 19:50:00
1020,Kranji Road,1.42918,103.75711,0.0,2025-03-30 19:50:00
1021,Kranji Way,1.4387,103.7363,0.0,2025-03-30 19:50:00
1022,Lim Chu Kang Road,1.43854,103.70131,0.0,2025-03-30 19:50:00
1023,Lornie Road,1.3415,103.8334,0.0,2025-03-30 19:50:00
1024,Malan Road,1.27472,103.80389,0.0,2025-03-30 19:50:00
1025,Mandai Lake Road,1.4044,103.78962,0.0,2025-03-30 19:50:00
1026,Margaret Drive,1.29984,103.80264,0.0,2025-03-30 19:50:00
1027,Marine Parade Road,1.30648,103.9104,0.0,2025-03-30 19:50:00
1028,Nicoll Highway,1.30105,103.8666,0.0,2025-03-30 19:50:00
1029,Old Choa Chu Kang Road,1.37288,103.72244,0.0,2025-03-30 19:50:00
1030,Pasir Panjang,1.29164,103.7702,0.0,2025-03-30 19:50:00
1031,Pasir Ris Drive 12,1.387,103.935,0.0,2025-03-30 19:50:00
1032,Pasir Ris Street 51,1.3662,103.9528,0.0,2025-03-30 19:50:00
1033,Poole Road,1.30703,103.89067,0.0,2025-03-30 19:50:00
1034,Pulau Ubin,1.4168,103.9673,0.0,2025-03-30 19:50:00
1035,Punggol Central,1.4029,103.9092,0.0,2025-03-30 19:50:00
1036,Scotts Road,1.31055,103.8365,0.0,2025-03-30 19:50:00
1037,Seletar Aerospace View,1.41284,103.86922,0.0,2025-03-30 19:50:00
1038,Sentosa,1.25,103.8279,0.0,2025-03-30 19:50:00
1039,Simei Avenue,1.3437,103.9444,0.0,2025-03-30 19:50:00
1040,Somerset Road,1.3004,103.8372,0.0,2025-03-30 19:50:00
1041,South Buona Vista Road,1.2841,103.7886,0.0,2025-03-30 19:50:00
1042,Tanjong Rhu,1.29911,103.88289,0.0,2025-03-30 19:50:00
1043,Toa Payoh North,1.3427,103.8482,0.0,2025-03-30 19:50:00
1044,Towner Road,1.3214,103.8577,0.0,2025-03-30 19:50:00
1045,Tuas South Avenue 3,1.29377,103.61843,0.0,2025-03-30 19:50:00
1046,Upper Changi Road North,1.3678,103.9826,0.0,2025-03-30 19:50:00
1047,Upper Peirce Reservoir Park,1.37,103.805,0.0,2025-03-30 19:50:00
1048,Upper Thomson Road,1.3701,103.8271,0.0,2025-03-30 19:50:00
1049,West Coast Highway,1.281,103.754,0.0,2025-03-30 19:50:00
1050,West Coast Road,1.30167,103.76444,0.0,2025-03-30 19:50:00
1051,Woodlands Avenue 9,1.44387,103.78538,0.0,2025-03-30 19:50:00
1052,Woodlands Centre,1.44003,103.76904,0.0,2025-03-30 19:50:00
1053,Woodlands Drive 62,1.43944,103.80389,0.0,2025-03-30 19:50:00
1054,Yio Chu Kang Road,1.37999,103.87643,0.0,2025-03-30 19:50:00
1055,Yishun Ring Road,1.42111,103.84472,0.0,2025-03-30 19:50:00
1056,Airport Boulevard,1.34392,103.98409,0.0,2025-03-30 20:50:00
1057,Alexandra Road,1.2937,103.8125,0.0,2025-03-30 20:50:00
1058,Ang Mo Kio Avenue 10,1.36019,103.85335,0.0,2025-03-30 20:50:00
1059,Ang Mo Kio Avenue 5,1.3764,103.8492,0.0,2025-03-30 20:50:00
1060,Banyan Road,1.256,103.679,0.0,2025-03-30 20:50:00
1061,Bishan Street 13,1.35041,103.85526,0.0,2025-03-30 20:50:00
1062,Bukit Batok Street 34,1.36491,103.75065,0.0,2025-03-30 20:50:00
1063,Bukit Panjang Road,1.3824,103.7603,0.0,2025-03-30 20:50:00
1064,Bukit Timah Road,1.3191,103.8191,0.0,2025-03-30 20:50:00
1065,Changi East Close,1.3136,104.00317,0.0,2025-03-30 20:50:00
1066,Clementi Park,1.32311,103.76714,0.0,2025-03-30 20:50:00
1067,Clementi Road,1.3337,103.7768,0.0,2025-03-30 20:50:00
1068,Compassvale Lane,1.38666,103.89797,0.0,2025-03-30 20:50:00
1069,Coronation Walk,1.32427,103.8097,0.0,2025-03-30 20:50:00
1070,East Coast Parkway,1.3135,103.9625,0.0,2025-03-30 20:50:00
1071,Geylang East Central,1.32785,103.88899,0.0,2025-03-30 20:50:00
1072,Henderson Road,1.28987,103.82364,0.0,2025-03-30 20:50:00
1073,Hougang Avenue 1,1.35691,103.89088,0.0,2025-03-30 20:50:00
1074,Jurong Pier Road,1.3081,103.71,0.0,2025-03-30 20:50:00
1075,Jurong West Street 42,1.35167,103.72195,0.0,2025-03-30 20:50:00
1076,Jurong West Street 73,1.34703,103.70073,0.0,2025-03-30 20:50:00
1077,Kent Ridge Road,1.2923,103.7815,0.0,2025-03-30 20:50:00
1078,Kim Chuan Road,1.3399,103.8878,0.0,2025-03-30 20:50:00
1079,Kranji Road,1.42918,103.75711,0.0,2025-03-30 20:50:00
1080,Kranji Way,1.4387,103.7363,0.0,2025-03-30 20:50:00
1081,Lim Chu Kang Road,1.43854,103.70131,0.0,2025-03-30 20:50:00
1082,Lornie Road,1.3415,103.8334,0.0,2025-03-30 20:50:00
1083,Malan Road,1.27472,103.80389,0.0,2025-03-30 20:50:00
1084,Mandai Lake Road,1.4044,103.78962,0.0,2025-03-30 20:50:00
1085,Margaret Drive,1.29984,103.80264,0.0,2025-03-30 20:50:00
1086,Marine Parade Road,1.30648,103.9104,0.0,2025-03-30 20:50:00
1087,Nicoll Highway,1.30105,103.8666,0.0,2025-03-30 20:50:00
1088,Old Choa Chu Kang Road,1.37288,103.72244,0.0,2025-03-30 20:50:00
1089,Pasir Panjang,1.29164,103.7702,0.0,2025-03-30 20:50:00
1090,Pasir Ris Drive 12,1.387,103.935,0.0,2025-03-30 20:50:00
1091,Pasir Ris Street 51,1.3662,103.9528,0.0,2025-03-30 20:50:00
1092,Poole Road,1.30703,103.89067,0.0,2025-03-30 20:50:00
